ABL1,AHR,AIRE,AP1,APEX1,AR,ARID1A,ARID3A,ARID3B,ARID4A,ARNT,ARX,ASCL1,ASCL2,ATF1,ATF2,ATF3,ATF4,ATF5,ATF6,ATOH1,BACH1,BARX1,BARX2,BATF,BCL11B,BCL3,BCL6,BCLAF1,BHLHA15,BHLHE40,BHLHE41,BMAL1,BMAL2,BRCA1,BRD4,CDX1,CDX2,CEBPA,CEBPB,CEBPD,CEBPE,CEBPG,CEBPZ,CIITA,CLOCK,CREB1,CREB3,CREB3L1,CREB5,CREBBP,CREBZF,CREM,CRX,CTBP1,CTBP2,CTCF,CTCFL,CTNNB1,CUX1,CXXC1,DBP,DDIT3,DEAF1,DLX1,DLX2,DLX3,DLX4,DLX5,DMAP1,DMTF1,DNMT1,DNMT3A,DNMT3B,DOT1L,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,E4F1,EBF1,EBF3,EGR1,EGR2,EGR3,EGR4,EHF,ELF1,ELF3,ELF4,ELF5,ELK1,ELK3,ELK4,EMX2,EN1,ENO1,EOMES,EP300,EPAS1,ERF,ERG,ESR1,ESR2,ESRRA,ESRRB,ESRRG,ETS1,ETS2,ETV1,ETV3,ETV4,ETV5,ETV6,ETV7,EWSR1,EZH2,FEV,FEZF2,FGF2,FHL2,FLI1,FOS,FOSB,FOSL1,FOSL2,FOXA1,FOXA2,FOXA3,FOXC1,FOXC2,FOXD3,FOXF2,FOXG1,FOXH1,FOXI1,FOXJ1,FOXL2,FOXM1,FOXN1,FOXN4,FOXO1,FOXO3,FOXO4,FOXP1,FOXP2,FOXP3,FOXQ1,GABPA,GATA1,GATA2,GATA3,GATA4,GATA5,GATA6,GCM1,GFI1,GFI1B,GLI1,GLI2,GLI3,GLIS3,GRHL2,GRHL3,GSC,GTF2I,GTF2IRD1,GTF3A,HAND2,HBP1,HCFC1,HDAC1,HDAC3,HDAC4,HDAC5,HDAC7,HDAC9,HDGF,HES1,HES6,HESX1,HEY1,HEY2,HHEX,HIC1,HIF1A,HINFP,HIPK2,HIVEP1,HIVEP2,HLF,HLX,HMGA1,HMGA2,HMGB2,HNF1A,HNF1B,HNF4A,HNF4G,HOXA1,HOXA10,HOXA13,HOXA5,HOXA7,HOXA9,HOXB13,HOXB3,HOXB4,HOXB7,HOXC6,HOXC8,HOXD1,HOXD13,HOXD3,HR,HSF1,HSF2,HSF4,HTATIP2,ID1,ID2,ID3,ID4,IKZF1,IKZF4,ING4,INSM1,IRF1,IRF2,IRF3,IRF4,IRF6,IRF7,IRF8,IRF9,IRX1,ISL1,JARID2,JDP2,JUN,JUNB,JUND,KAT2B,KAT5,KAT6A,KAT6B,KAT7,KCNIP3,KDM2A,KDM5A,KDM5B,KDM5C,KDM5D,KLF1,KLF10,KLF11,KLF12,KLF13,KLF15,KLF2,KLF3,KLF4,KLF5,KLF6,KLF7,KLF8,KLF9,KMT2A,KMT2B,LEF1,LHX2,LHX3,LHX8,LITAF,LMO2,LMX1B,LRRFIP1,LYL1,MAF,MAFA,MAFB,MAFG,MAFK,MAX,MAZ,MBD1,MBD2,MECOM,MECP2,MED1,MEF2A,MEF2C,MEF2D,MEIS1,MEIS2,MITF,MKX,MLXIP,MLXIPL,MNT,MNX1,MSC,MSX1,MSX2,MTA1,MTA3,MTF1,MXD1,MXI1,MYB,MYBL1,MYBL2,MYC,MYCN,MYF5,MYF6,MYOD1,MYOG,MYRF,MYT1,MZF1,NACC1,NANOG,NCOA1,NCOA2,NCOA3,NCOR1,NCOR2,NEUROD1,NEUROD2,NEUROD6,NEUROG1,NEUROG2,NEUROG3,NFAT5,NFATC1,NFATC2,NFATC3,NFATC4,NFE2,NFE2L1,NFE2L2,NFIA,NFIB,NFIC,NFIL3,NFIX,NFKB,NFKB1,NFKB2,NFKBIB,NFYA,NFYB,NFYC,NKRF,NKX2-1,NKX2-2,NKX2-5,NKX3-1,NKX6-1,NKX6-3,NONO,NOTCH1,NOTO,NPAS2,NPM1,NR0B1,NR0B2,NR1D1,NR1D2,NR1H2,NR1H3,NR1H4,NR1I2,NR1I3,NR2C1,NR2C2,NR2E1,NR2F1,NR2F2,NR2F6,NR3C1,NR3C2,NR4A1,NR4A2,NR4A3,NR5A1,NR5A2,NR6A1,NRF1,NRG1,NRL,NSD2,NUPR1,OLIG2,ONECUT1,OTX2,OVOL1,PARK7,PATZ1,PAX2,PAX3,PAX4,PAX5,PAX6,PAX7,PAX8,PBRM1,PBX1,PDX1,PEG3,PGR,PHF20,PHOX2A,PHOX2B,PITX1,PITX2,PITX3,PKNOX1,PLAG1,PLAGL1,PLAGL2,PML,POU1F1,POU2F1,POU2F2,POU2F3,POU3F1,POU3F2,POU4F1,POU4F2,POU5F1,PPARA,PPARD,PPARG,PPARGC1A,PPARGC1B,PRDM1,PRDM2,PRDM4,PREB,PROP1,PROX1,PTF1A,PURA,RARA,RARB,RARG,RB1,RBPJ,RCOR2,REL,RELA,RELB,REST,RFX1,RFX5,RFXANK,RFXAP,RORA,RORC,RUNX1,RUNX2,RUNX3,RXRA,RXRB,SALL2,SALL3,SALL4,SATB1,SATB2,SCX,SF1,SFPQ,SIM2,SIN3A,SIRT1,SIX1,SIX3,SKIL,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD6,SMAD7,SMARCA1,SMARCA4,SMARCA5,SMARCC1,SNAI1,SNAI2,SOX10,SOX11,SOX17,SOX2,SOX4,SOX5,SOX6,SOX9,SP1,SP2,SP3,SP4,SP7,SPDEF,SPI1,SREBF1,SREBF2,SRF,SRSF2,SRY,SSRP1,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,STOX1,TADA2A,TAF1,TAL1,TBP,TBPL1,TBPL2,TBX15,TBX18,TBX2,TBX21,TBX3,TBX5,TBXT,TCF12,TCF21,TCF3,TCF4,TCF7,TCF7L2,TEAD1,TEAD4,TEF,TET1,TFAM,TFAP2A,TFAP2B,TFAP2C,TFAP4,TFCP2,TFDP1,TFDP2,TFDP3,TFE3,TGFB1I1,TGIF1,THAP11,THRA,THRB,TLX1,TLX3,TP53,TP63,TP73,TRPS1,TSC22D1,TTF1,TWIST1,TWIST2,UBTF,USF1,USF2,VDR,VEZF1,VHL,VSX2,WT1,WWTR1,XBP1,YAP1,YBX1,YBX3,YY1,ZBED1,ZBTB14,ZBTB16,ZBTB17,ZBTB18,ZBTB33,ZBTB4,ZBTB7A,ZBTB7B,ZEB1,ZEB2,ZFHX3,ZFP42,ZFPM1,ZFPM2,ZFX,ZGLP1,ZHX2,ZIC1,ZIC2,ZKSCAN7,ZNF143,ZNF148,ZNF202,ZNF236,ZNF263,ZNF331,ZNF350,ZNF354C,ZNF362,ZNF382,ZNF384,ZNF395,ZNF436,ZNF699,ZNF76,ZNF804A,ZNF91
-2.1816287,-3.4054606,-2.0607834,-1.0969723,-0.31732464,-0.42650816,-1.4021263,-2.8696914,1.0384271,-0.33947158,-0.2041081,0.0068619438,-1.8113652,-3.115321,-0.6198024,-1.8026216,2.5448942,-1.6849824,-0.74557,-0.9604126,1.8357185,-3.165013,-0.9488491,0.73793197,0.12531511,4.009577,1.9216789,-0.3345563,-1.2848035,-1.2154238,-2.0731401,-0.43529436,-2.370354,-1.2177309,-2.3115041,0.8172728,-2.3843114,-1.3322649,0.3197086,-1.7964323,1.2289943,-0.6746703,-2.093538,-2.8247724,-0.67969996,0.20625307,-0.21780509,-0.3367252,0.37877423,1.328889,-0.47430953,-1.0969723,0.67669994,1.2792901,2.7549205,0.8907258,-0.53379697,0.045705624,-3.0282516,-1.8280762,0.4714002,-0.096056275,0.043693367,-1.3953986,0.47161686,0.42988366,-1.1032084,-0.33473778,-1.6983913,-1.566072,-1.654522,-2.226774,1.084012,-2.7421608,-1.1958137,-5.5451217,-4.0294337,-4.8336678,-2.2179108,-2.1380668,1.0527768,0.3986883,1.5998278,0.17794088,-1.344457,-1.3845526,-1.3306425,0.591818,1.7577243,-0.8761043,-1.9215056,-1.5610849,-1.3766116,1.0687324,-1.5785573,-0.9408601,-0.775296,-1.6994455,2.0118718,1.4161026,-1.898101,0.092836715,-2.1028018,-0.37938413,-2.1994035,-2.5231981,0.3678965,1.7593575,-0.120744556,-0.9039983,-0.8907599,0.3453157,-0.69190556,0.3331258,-1.38965,-0.28248063,-0.2740817,-0.33605236,1.0834942,-1.3998244,0.018914655,-0.62393606,2.002362,-1.7356048,0.7452162,-0.12580387,1.102116,0.707866,-1.8751786,-0.6072043,-3.9221478,-1.0729301,-2.6464093,0.14754835,0.48765522,-0.48289543,-0.13577014,1.9743648,-0.7446027,0.48464108,0.6724306,-3.5932846,0.11336483,-1.1795571,-2.4684784,-2.1570992,1.642499,0.51407385,1.5765383,0.063323654,-2.0757046,0.049009014,0.6672034,-1.7686728,0.14759052,-2.1263316,1.0710441,-2.6886077,-0.5409282,-0.8356047,0.62727386,-0.38264856,-2.44063,0.4983462,4.284585,-1.6272058,0.23331405,1.0908804,-0.5969585,-1.048937,-0.62508017,-1.06666,-2.4890826,-1.1852113,0.6306653,-0.6038342,0.78853065,2.1513798,1.9804616,1.8305451,-1.7458056,0.9595141,0.34453928,1.561317,-0.27067629,1.761349,1.9688936,1.5337993,-2.2740593,-2.4961834,1.5526718,1.1413528,-2.4359949,-2.568919,-0.17401154,-1.0443738,-0.5136527,-2.7464838,-0.3486299,-2.2134726,-3.2271876,-2.5313158,2.1984863,-1.2644979,-0.32821032,0.5312191,-0.6383691,-1.1307476,-1.4241978,-0.54638535,0.5069558,0.23093528,0.846671,-0.17066875,0.08771869,-0.060385898,0.07959838,-1.8493353,-0.034286268,0.42689845,0.6024903,-2.107185,-0.71903586,0.09362429,-1.1087241,-0.1534137,-1.4068719,0.023357766,-4.4283843,-0.12901229,-2.125932,-2.8454447,-1.0049531,-0.2726708,-1.7514024,-1.3691758,-1.9415433,-0.9583713,-0.48168796,-1.5030408,-1.0497988,-0.87822735,-4.475013,0.1491021,0.5106582,0.99652046,-0.528138,-1.5607328,-0.27443683,0.62541354,-2.485056,-2.228719,-2.6115644,-1.9225097,-0.7138643,0.11950738,-1.5621845,0.9114552,-0.69250685,-0.10421257,-0.039694555,-3.225412,-0.8590316,0.5664997,-3.108813,-1.8560247,-0.3143824,-0.6633247,1.4682932,-1.2436774,-1.690818,-0.49622267,-0.7110644,-1.071056,-0.6309396,-0.14126845,-0.94265425,-3.0258148,-0.66650003,0.010391707,-1.2335846,-0.88442796,1.4969012,0.77723646,-0.96282953,-2.61172,-2.6229398,-1.0922977,-0.33091176,-3.115372,-1.80237,0.32775253,-0.7570033,-1.5604582,-1.837759,1.0700177,0.20816846,-1.5459565,0.9389896,-2.4569268,0.6257523,-0.15069106,0.17815906,-1.1239568,-0.7530425,0.22962548,-0.4939006,0.5090443,-0.81501025,-0.34011292,-1.125408,1.5237186,-2.321928,-0.5207124,0.26571053,-0.5322065,-3.2737477,1.4110833,0.35854843,-0.12347823,0.20374468,-0.6777028,0.47840685,0.33509418,0.113317885,-0.7533875,-1.5397393,1.8988125,-0.15320353,1.1895329,-0.6200887,-2.6191423,-2.2089221,-0.50499713,-0.8510328,-1.6884829,-0.40286264,-3.3575072,0.81734127,0.609507,-0.60497206,-0.51118046,0.89868927,0.2278434,-1.4229169,-0.94260305,-0.15777564,-1.1573325,-3.0090594,-0.031772822,-3.6932397,-3.2828586,-0.04573486,-0.683128,-2.9114213,-2.07207,-1.7750354,-1.9217627,1.4610941,-2.8269033,-2.4171064,-1.2819678,2.1431527,-1.8179077,-2.2368548,-1.8334949,-0.72848964,2.1718135,0.010321509,-0.64256877,-0.35566974,2.0803387,0.80394804,0.9457713,0.7586811,-1.5073737,1.2238903,-2.8509507,-1.6470138,-0.2750129,-1.0941681,-0.22445053,-2.597677,0.003509822,-3.7559175,-0.5250141,-1.681004,1.1609143,1.4113159,-0.5426808,0.9347226,-2.6316016,-0.1710288,0.37608725,0.53709936,-1.4578859,-0.28343984,-2.4115362,1.018932,1.0789152,0.44700196,1.654393,1.0294464,1.0819745,-0.6605785,-0.5065536,-2.4364305,-2.518889,-1.0067506,-0.71656156,-1.4587508,0.7909238,0.6393409,0.06283066,1.91763,0.0023659382,2.0518947,-1.3393662,-1.4994715,-2.051825,-0.23477271,0.77922493,-1.7032439,-0.5239739,0.73118114,-3.3318481,1.4566753,-0.6761499,-0.37313923,-1.2504174,-0.064660035,0.34875384,0.08710429,1.9997202,1.1836863,-0.30137947,0.33214867,-0.07185917,-1.2316453,-0.71849436,0.044936795,2.4702013,-0.5021171,4.762955,-0.3921934,0.37792942,-0.5015666,0.60399175,-1.9247104,0.061860844,0.20588945,0.015306963,0.3624602,-0.21259546,-1.0929387,-3.8774655,-0.49517474,1.9320201,-2.3256125,-0.95777863,-0.5593357,-0.64796036,-1.0257545,1.159219,-1.0670569,-0.5004069,-2.1801057,-0.69035584,-0.81072116,-2.2567348,-1.0136855,0.053517442,-1.4756526,-1.7342005,-0.9146736,-0.0881624,-0.27749303,0.36697942,3.437481,0.8426469,2.2884128,1.2959046,0.8786214,-2.55515,-2.24012,-1.9718409,-1.6739964,0.6266267,-0.7008201,1.8502413,-1.606561,-3.347589,1.0268312,0.5807342,-0.70058954,-0.055835012,0.33832622,1.0498877,1.6994591,0.7515844,-0.72461206,-2.2240424,-2.9359329,0.55309445,-2.1012943,1.1310878,-2.331968,0.050529703,-0.44263932,-1.0818304,-1.2451648,1.596881,0.7083663,0.6192616,-1.3135538,-2.184647,-1.9727055,-2.4257002,-2.5698204,-3.6537263,0.43152574,-2.0123503,-0.47769123,-1.8716904,-1.4606377,-1.0832756,1.0823705,-0.18469676,-0.2552564,-1.7976143,-0.3072108,-0.643595,-0.1217224,1.5133396,-1.0232868,-0.09491604,-1.8209121,0.54855746,-0.70434135,-0.17534581,0.7077313,0.6315964,1.5839758,-0.73618627,0.64619344,-1.7087827,0.33761317,-0.79452413,-0.53146607,-4.757307,-1.5877604,-2.5609388,-0.1888142,-1.3723861,-2.808513,-2.4074373,0.5400992,-1.3877972,-1.5436449,1.1233556,-2.700153,0.845935,-1.7691944,0.823163,-2.372727,0.38839936,-1.3661146,-1.4749833,1.096686,-1.746772,0.0659471,-1.8689796,-1.7881652,1.2165605,-1.2887219,-2.0042,-3.0167885,1.2480009,1.7869376,-1.0100527,-0.29905018,-0.87096184,-1.0876143,1.785954,-1.2491828,2.0626209,-0.8460442,-1.3294464,0.56564635,-0.83601296,2.1964917,1.0274903,-1.4233928,1.1347938,-0.80047804,-1.5064656,-0.6012935,0.61687547,-1.7470254,-1.516433,-1.2005342,-0.31157446,-1.0776963,-1.3490579,2.730367,0.7566156,-0.18621919,-1.5734316,0.124713846,-2.0444722,0.5105509,-0.19958279,0.34593955,-0.9453765,0.0009919604,0.5353076,-0.038742483,0.09183571,-1.4301678,-0.78263235,-0.07515321,-1.4540368,1.0480644,-0.86853147,-2.1546102
0.31379017,-2.503244,-0.92781657,1.7324442,0.22521345,0.7794761,0.65266275,-0.6091134,2.1870434,-0.802178,2.6118047,0.7155944,-0.65676016,-2.3654478,1.8532598,-1.4965514,1.7458178,-0.27724978,-0.09846601,-0.4910031,-0.01349296,-3.2677732,0.18068922,-1.1237466,2.2700574,1.6889771,1.4037418,-1.1591725,-0.3574115,0.39730984,-3.701683,0.5210951,-2.5611258,-1.9003067,-1.0853008,1.7066699,-0.8607723,-0.2885295,3.052499,-0.6242215,1.2755433,-0.1227287,-1.2793546,-1.5328697,-0.044556413,1.634408,1.4634941,0.6260922,0.6820272,1.5893127,-0.24212871,-0.17151573,1.269802,0.16206025,1.3909688,-0.4230172,0.16862415,-0.18540956,-1.8326014,-0.78431654,1.2632914,1.6715416,2.0867348,-1.4136457,-0.83159167,0.8300603,-0.707612,-0.113793105,-1.907418,1.5375655,0.88647103,0.40103427,1.1582936,-2.3643343,-1.0375109,-3.223622,-1.5263826,0.61137277,-1.9208523,-0.97667766,0.6536927,-1.5230863,0.7291635,0.40943912,-0.84996325,0.2946415,-1.087635,0.008045328,0.3040469,0.6611428,-0.75970674,-0.4814539,-2.0950222,0.5235176,0.5600643,0.40548682,0.8044849,-2.3273315,1.4454912,1.4809586,-2.3772175,0.6859562,-1.8491774,-0.75544393,-1.7648456,-1.0270057,1.3365206,1.6754934,0.82671666,-1.6685658,0.620191,0.03126099,0.09189093,0.7220485,0.9471599,1.8821938,1.1329871,1.0954573,0.20401394,0.24673387,-0.27065116,0.32056683,2.5685556,2.1115196,1.4238713,1.4149215,1.8499514,-0.40588784,0.96171397,1.4473201,-2.1166732,1.1812515,-2.6873157,1.7202891,0.86778563,-0.07545611,-0.16052127,2.0233293,-0.3242993,0.4478856,-0.04610641,-2.2742486,1.6917114,-0.74643725,-1.8041661,-0.9132734,1.7968491,-0.055480316,1.2144378,0.42225948,-0.60978603,0.8704745,1.0054886,-0.7045914,0.40986836,-0.23359275,1.2314982,-1.4016554,0.10092903,-1.434114,-0.23239124,0.058050804,-2.20882,-0.052519787,4.797641,-2.0731463,-0.95795405,0.82955307,-0.9290077,-1.0430558,0.47819042,1.1092298,-0.5664073,1.6175601,-1.7590537,-0.7510395,-1.0032417,1.0388339,2.570156,1.1037265,-0.45010763,1.0660027,-0.38004854,1.6477758,-0.44437706,2.5447836,3.1533272,1.4981383,0.5797576,-1.8823459,0.379062,0.23318532,-1.5041435,-1.9639755,0.9242709,0.12095862,0.0120617375,-2.0956602,-0.17892791,-1.5956898,-0.9087561,0.21570931,1.8712238,0.2027267,0.3087163,1.1176947,-0.12935187,-0.5976335,0.22405729,-0.803434,-0.5899168,-0.27462694,2.2229855,-2.2364223,0.22582294,1.0043341,0.5698685,-0.26027974,0.110169224,-0.5885545,0.31408778,0.54749554,0.12518576,0.3084358,-0.27093828,0.6183281,-1.9184977,0.15124314,-1.44838,0.93268377,-0.9916715,-1.2583337,1.6983153,-0.24077259,-1.3314108,-2.1252635,0.47671452,-1.2429156,-1.2423406,-1.1235384,-0.016936153,-0.11441569,-2.9674432,0.5087789,-0.40162992,1.1312816,-0.38938743,-1.6445608,-1.2876761,2.3710828,-1.2304802,-0.87060535,-0.87703574,-0.6421633,-0.22441246,-0.24402626,-1.1702014,1.6202278,0.48211032,0.94044685,-0.15456924,-1.5969573,-0.9718022,-0.028474662,-1.9441574,-1.7596128,1.3299615,0.6894598,0.7579547,-0.88074344,-0.057855107,-0.35857147,-0.3243963,-0.35004836,-0.67884463,-1.5252566,0.803593,-3.4088106,-0.6753224,0.89983636,-0.7590187,0.9478888,0.042297903,0.062272567,-2.5938807,0.3455609,-1.9645046,-0.052115392,-0.17620623,-0.86003035,0.9454756,1.1971072,-1.5692544,0.4403199,-0.8045565,1.7831986,0.40343812,-2.8165443,0.91153985,-0.4933707,0.6921277,0.8018707,0.64796454,-1.4722527,-1.9172956,1.1848341,-1.7435592,0.8891521,-0.79303056,-0.4592838,-0.5392686,0.5668268,-2.1202292,-0.16508509,1.1145152,1.5874188,-0.7780242,0.11095159,0.27827483,0.8819232,0.8002803,-0.74326783,-0.8977246,0.46237785,0.2981191,-0.67872906,0.26157868,2.0736098,-0.71845156,0.37749314,-0.036310058,-0.91127884,-2.89932,0.47231594,0.42015058,-1.1497444,0.8058873,-3.006489,1.0610362,1.2360747,-1.0404197,0.3392815,1.1026733,-0.52166885,0.68863714,-0.055640172,1.85936,0.5278561,-3.4604468,-0.94530463,-0.88886535,-0.23907529,-0.5584641,0.11693856,-1.5682869,0.48080233,0.75413734,-1.2501395,1.6592468,-2.8600166,-0.08806191,0.71957564,2.652797,-0.4326923,-0.72468585,-0.34208608,-0.73679703,3.201814,-0.9504992,-0.24177921,0.19320823,0.47758046,-0.82386786,0.29183608,1.1691988,0.38171226,1.9460547,-1.8933496,-0.12097044,-0.46936688,-1.0804625,0.70328444,-3.0111432,0.9812772,-0.86651164,0.14763929,-1.194507,-0.009898319,1.2601355,-0.9324604,0.96555036,-2.3367014,1.1945401,0.3466666,0.40616265,0.38990682,0.6105998,-2.0243592,-0.36389905,2.5861065,0.5432869,1.3031174,1.9852788,0.5907677,-0.02999434,-1.2041587,-1.1152236,-2.4894164,0.4031277,-0.055742115,-0.6507146,1.258213,1.4414892,1.4616144,0.86238724,-0.2639961,0.9581233,-1.6965069,-0.3318426,-1.2179027,-0.060505215,0.16627514,-0.60000545,0.6227542,0.82976705,-1.6026722,0.032420043,-1.6529679,-0.030044034,-1.2783091,-1.3149196,-0.043927293,1.0068644,1.9613689,0.04003583,0.56537306,0.31644765,1.1527537,-1.158293,-1.0536257,0.10178876,2.3182216,-0.7190062,1.702579,-0.87403274,0.61334115,1.0113914,0.63969755,0.57106656,0.20597006,1.0908968,-0.0470969,0.5249374,1.335258,0.094501674,-1.6873213,-1.4873644,2.1412823,-0.94071805,-0.7697955,0.10727955,0.55553,-0.95638806,0.5261828,-1.1244285,1.8141979,-0.61461496,0.3375505,-1.4246627,-1.2669427,-1.3414788,2.219822,-0.1304782,-2.901907,-0.33517173,0.14098182,1.0203935,1.1615623,2.259894,1.0061059,2.3657627,1.2893575,1.4756274,-0.81217456,-0.85773915,0.24185933,0.05757887,0.83497286,-0.6909465,1.1482793,-0.58522487,-3.2786427,-0.08711417,0.31724498,-1.072196,-0.6493608,0.3744314,0.28635344,0.16460857,0.68344873,0.8230424,-1.0553979,-0.63617593,0.47977087,1.1571364,1.2351549,-2.019087,-0.010173735,1.8414526,-0.112035714,0.84418017,1.0828388,0.4999521,1.3749818,-0.7637041,-2.4164367,-1.1063763,-0.3819573,-0.25113577,-1.57517,2.9602554,-0.04755069,-0.4817241,-0.45032606,0.032603327,-0.8031539,-0.7612277,0.77890325,1.565113,-1.199863,-0.35939297,-0.38975528,0.5911834,-0.4315281,-0.24311501,-1.866109,-1.5307621,1.0237048,-0.16836628,-0.5960163,2.9476109,0.91420543,-0.5266121,-0.49905482,0.23947127,2.0757835,1.8666545,-0.26322484,-0.77445275,-2.5225377,-0.9748139,-2.41073,1.6658149,0.16678655,-0.3186935,-1.1310687,-0.9499986,-1.0587087,-0.042055365,1.7246481,0.063177995,1.0204403,-0.038174674,-0.3493178,-1.5339929,0.47396964,-0.07102603,0.66794235,0.34383148,-0.3165149,-0.2968655,-0.2284632,-1.5340756,0.45002633,-0.6936655,0.11458791,-1.8687003,-0.44726914,0.6891612,-2.1592765,-0.38472486,-2.0771585,-1.2371204,2.2948296,0.43170175,0.9363818,-0.50832677,-1.0642536,0.7262011,0.47016114,2.5383167,0.90809304,-1.2558101,0.926146,-1.5564475,-0.6199805,-2.9096754,3.2829065,1.7069688,-0.9688812,-1.641643,-0.5794018,0.90171057,-2.1077874,2.3973448,0.22790305,-0.29343805,-1.7721772,0.2417015,-0.028554574,0.02908728,-1.6996853,0.77733517,-1.810315,0.20948684,1.3151294,1.5742862,0.99652183,-2.2056756,-1.1105238,0.8257576,0.64979684,0.8771074,-1.2535278,-0.9868179
