ABL1,AHR,AHRR,AIP,AIRE,AP1,APEX1,AR,ARID1A,ARID3A,ARID3B,ARID4A,ARID4B,ARID5B,ARNT,ARX,ASCL1,ASCL2,ATF1,ATF2,ATF3,ATF4,ATF5,ATF6,ATOH1,ATOH7,BACH1,BARX1,BARX2,BATF,BCL11A,BCL11B,BCL3,BCL6,BCLAF1,BHLHA15,BHLHE40,BHLHE41,BMAL1,BMAL2,BRCA1,BRD4,CDX1,CDX2,CEBPA,CEBPB,CEBPD,CEBPE,CEBPG,CEBPZ,CIITA,CLOCK,CREB1,CREB3,CREB3L1,CREB5,CREBBP,CREBZF,CREM,CRX,CTBP1,CTBP2,CTCF,CTCFL,CTNNB1,CUX1,CXXC1,DBP,DDIT3,DEAF1,DLX1,DLX2,DLX3,DLX4,DLX5,DMAP1,DMTF1,DNMT1,DNMT3A,DNMT3B,DOT1L,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,E4F1,EBF1,EBF3,EGR1,EGR2,EGR3,EGR4,EHF,ELF1,ELF3,ELF4,ELF5,ELK1,ELK3,ELK4,EMX2,EN1,ENO1,EOMES,EP300,EPAS1,ERF,ERG,ESR1,ESR2,ESRRA,ESRRB,ESRRG,ETS1,ETS2,ETV1,ETV2,ETV3,ETV4,ETV5,ETV6,ETV7,EWSR1,EZH2,FEV,FEZF2,FGF2,FHL2,FLI1,FOS,FOSB,FOSL1,FOSL2,FOXA1,FOXA2,FOXA3,FOXC1,FOXC2,FOXD3,FOXF2,FOXG1,FOXH1,FOXI1,FOXJ1,FOXL2,FOXM1,FOXN1,FOXN4,FOXO1,FOXO3,FOXO4,FOXP1,FOXP2,FOXP3,FOXQ1,GABPA,GATA1,GATA2,GATA3,GATA4,GATA5,GATA6,GCM1,GFI1,GFI1B,GLI1,GLI2,GLI3,GLIS3,GRHL2,GRHL3,GSC,GTF2I,GTF2IRD1,GTF3A,HAND2,HBP1,HCFC1,HDAC1,HDAC3,HDAC4,HDAC5,HDAC7,HDAC9,HDGF,HES1,HES6,HESX1,HEY1,HEY2,HEYL,HHEX,HIC1,HIF1A,HINFP,HIPK2,HIVEP1,HIVEP2,HLF,HLX,HMGA1,HMGA2,HMGB2,HNF1A,HNF1B,HNF4A,HNF4G,HOXA1,HOXA10,HOXA11,HOXA13,HOXA5,HOXA7,HOXA9,HOXB13,HOXB3,HOXB4,HOXB7,HOXB9,HOXC6,HOXC8,HOXD1,HOXD13,HOXD3,HOXD8,HR,HSF1,HSF2,HSF4,HTATIP2,ID1,ID2,ID3,ID4,IKZF1,IKZF4,ING4,INSM1,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,IRX1,ISL1,JARID2,JDP2,JUN,JUNB,JUND,KAT2B,KAT5,KAT6A,KAT6B,KAT7,KCNIP3,KDM2A,KDM5A,KDM5B,KDM5C,KDM5D,KLF1,KLF10,KLF11,KLF12,KLF13,KLF15,KLF2,KLF3,KLF4,KLF5,KLF6,KLF7,KLF8,KLF9,KMT2A,KMT2B,LEF1,LHX2,LHX3,LHX8,LITAF,LMO2,LMO4,LMX1B,LRRFIP1,LYL1,MAF,MAFA,MAFB,MAFG,MAFK,MAML1,MAX,MAZ,MBD1,MBD2,MECOM,MECP2,MED1,MEF2A,MEF2C,MEF2D,MEIS1,MEIS2,MEOX2,MESP2,MITF,MKX,MLXIP,MLXIPL,MNT,MNX1,MSC,MSX1,MSX2,MTA1,MTA3,MTF1,MTF2,MXD1,MXI1,MYB,MYBL1,MYBL2,MYC,MYCN,MYF5,MYF6,MYOD1,MYOG,MYRF,MYT1,MZF1,NACC1,NANOG,NCOA1,NCOA2,NCOA3,NCOR1,NCOR2,NEUROD1,NEUROD2,NEUROD6,NEUROG1,NEUROG2,NEUROG3,NFAT5,NFATC1,NFATC2,NFATC3,NFATC4,NFE2,NFE2L1,NFE2L2,NFIA,NFIB,NFIC,NFIL3,NFIX,NFKB,NFKB1,NFKB2,NFKBIB,NFYA,NFYB,NFYC,NKRF,NKX2-1,NKX2-2,NKX2-5,NKX3-1,NKX6-1,NKX6-3,NONO,NOTCH1,NOTO,NPAS2,NPM1,NR0B1,NR0B2,NR1D1,NR1D2,NR1H2,NR1H3,NR1H4,NR1I2,NR1I3,NR2C1,NR2C2,NR2E1,NR2E3,NR2F1,NR2F2,NR2F6,NR3C1,NR3C2,NR4A1,NR4A2,NR4A3,NR5A1,NR5A2,NR6A1,NRF1,NRG1,NRL,NSD2,NUPR1,OLIG2,ONECUT1,OTX2,OVOL1,PARK7,PATZ1,PAWR,PAX2,PAX3,PAX4,PAX5,PAX6,PAX7,PAX8,PAX9,PBRM1,PBX1,PDX1,PEG3,PGR,PHF20,PHOX2A,PHOX2B,PIN1,PITX1,PITX2,PITX3,PKNOX1,PLAG1,PLAGL1,PLAGL2,PML,POU1F1,POU2F1,POU2F2,POU2F3,POU3F1,POU3F2,POU4F1,POU4F2,POU5F1,PPARA,PPARD,PPARG,PPARGC1A,PPARGC1B,PRDM1,PRDM2,PRDM4,PREB,PROP1,PROX1,PTF1A,PURA,RARA,RARB,RARG,RB1,RBPJ,RCOR2,REL,RELA,RELB,REST,RFX1,RFX5,RFXANK,RFXAP,RORA,RORB,RORC,RUNX1,RUNX2,RUNX3,RXRA,RXRB,SALL2,SALL3,SALL4,SATB1,SATB2,SCX,SF1,SFPQ,SIM2,SIN3A,SIRT1,SIX1,SIX3,SKIL,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD6,SMAD7,SMARCA1,SMARCA4,SMARCA5,SMARCC1,SNAI1,SNAI2,SOX10,SOX11,SOX17,SOX2,SOX4,SOX5,SOX6,SOX9,SP1,SP2,SP3,SP4,SP7,SPDEF,SPI1,SPIB,SREBF1,SREBF2,SRF,SRSF2,SRY,SSRP1,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,STOX1,TADA2A,TAF1,TAL1,TBP,TBPL1,TBPL2,TBX15,TBX18,TBX2,TBX21,TBX3,TBX5,TBXT,TCF12,TCF21,TCF3,TCF4,TCF7,TCF7L2,TEAD1,TEAD4,TEF,TET1,TFAM,TFAP2A,TFAP2B,TFAP2C,TFAP4,TFCP2,TFDP1,TFDP2,TFDP3,TFE3,TGFB1I1,TGIF1,THAP11,THRA,THRB,TLX1,TLX3,TP53,TP63,TP73,TRPS1,TSC22D1,TTF1,TWIST1,TWIST2,UBTF,USF1,USF2,VDR,VEZF1,VHL,VSX2,WT1,WWTR1,XBP1,YAP1,YBX1,YBX3,YY1,ZBED1,ZBTB14,ZBTB16,ZBTB17,ZBTB18,ZBTB33,ZBTB4,ZBTB7A,ZBTB7B,ZEB1,ZEB2,ZFHX3,ZFP42,ZFPM1,ZFPM2,ZFX,ZGLP1,ZHX2,ZIC1,ZIC2,ZKSCAN7,ZMYND8,ZNF143,ZNF148,ZNF202,ZNF236,ZNF263,ZNF300,ZNF331,ZNF335,ZNF350,ZNF354C,ZNF362,ZNF382,ZNF384,ZNF395,ZNF436,ZNF699,ZNF76,ZNF804A,ZNF91
-0.89520264,-0.46096724,1.4061031,0.5424123,-0.7162384,-0.8217734,-0.55038375,-1.6587291,-0.35815492,-3.1035554,-0.8753589,1.3199358,0.73011994,-0.30265215,0.76168746,0.9002775,-0.7261821,-0.3648966,-2.1347094,-0.68780196,0.52849907,0.20228367,-0.13954505,0.0835596,-0.21087348,0.32206613,-1.6887208,-1.4798841,0.8360993,-0.3599984,-1.6493022,-0.6245156,-2.1550364,0.9942551,-1.3744023,0.63230425,-1.1975077,-0.12366796,-0.58780843,0.30476442,-1.8107808,0.645741,1.261575,0.4224242,2.149799,0.83710176,1.0359589,0.023558026,0.43914235,-1.4610548,0.5706659,0.17474894,-0.70531106,0.042772595,0.99179345,1.0234984,0.097905345,0.5827803,1.9652865,0.8774468,0.41450447,-1.2348555,-1.4931073,-0.7552415,0.14011252,-2.4043145,-1.3577523,-0.89688545,-0.9065392,1.0507444,1.3767451,1.0516399,-1.2513509,0.11809951,-1.529623,-0.25516292,-1.2696478,-0.8716564,-0.6313513,-2.0049715,-0.70498157,-7.0762444,-4.91225,-6.0813117,-5.703736,-1.8193483,-1.9143621,1.4900298,-0.7614842,1.1770505,-0.070597015,-0.38096857,-1.4692187,-0.13729382,-0.40694654,-0.6948825,-1.3175199,-2.0748963,-0.8734653,-0.2351019,-0.7242028,1.9742312,-2.5718646,0.41768464,-1.0816379,-0.95167166,-3.513798,-1.5647612,-2.3952973,0.8419266,-1.3370482,-1.7137015,0.8558222,0.60732996,-0.214171,0.5512372,-2.9805555,-2.2199013,-1.287395,0.6266089,1.2173356,0.13874716,1.9386108,0.8390505,-0.79303443,0.7974382,-3.0563142,-3.3515544,-0.37989184,-2.161623,0.42739567,-1.3328357,-0.4323781,-0.23938686,-1.8477511,-0.69866717,0.3196817,2.5854368,1.9485637,-0.36072925,-0.22941363,0.62912834,-0.7113586,0.8247452,0.28208813,-0.5073871,0.12661575,0.33935273,-0.50752234,-0.0065016835,-1.6809543,0.0147023555,-0.21778226,-0.6559324,-0.039938353,1.35832,1.076199,-0.16738662,-1.4653411,-0.06137901,1.3459425,-1.384646,0.6261075,0.515652,-0.5763282,-0.290412,-1.0350863,-1.076001,0.7545996,-3.6374352,-1.0946376,1.8606144,1.6512505,-1.3214921,-0.115498856,-2.6412125,-1.6312888,1.0457023,0.33247378,-1.0501587,-1.4170625,1.2959003,-0.059395786,0.12369158,0.6864536,-0.0076274136,-0.6391322,-0.24880332,-1.1414255,-1.1422762,-0.772237,-1.5138308,-1.3282012,0.89767885,0.22513619,-0.6570683,2.6307926,-2.3607657,0.9713457,-0.38618028,0.49429876,0.6505863,-1.2999706,-1.2206116,0.43216607,-1.1308383,4.8608456,1.0951523,1.3221954,2.907386,-1.0618045,-2.372067,1.7716042,-0.16139415,-1.2258813,-0.22331867,-2.520406,0.050349925,-0.68842614,-2.6589653,0.8491209,-0.8874145,-1.3850377,-1.4218373,1.375929,-0.8015367,-1.035305,-0.94059986,-3.1938562,0.03638922,-1.4480228,-0.99403185,-1.5104152,-0.9209399,-2.1475363,-1.0613753,0.53288573,0.99211025,-0.93424225,1.5435185,3.2101166,0.12266372,-1.6589304,-1.9714862,-0.40221366,-0.26017618,-0.78308445,0.43061572,0.12892886,-0.91171646,0.28041995,2.69926,-0.552248,0.54848886,-1.0113851,0.42529032,0.8726892,-0.18923928,-1.5367877,-0.40619522,0.4983519,-0.74810797,-0.88460034,-1.4870038,0.54280466,-0.1918768,-0.7867278,-0.86274856,-2.4847002,0.49087775,2.0339725,0.95850235,-1.181114,1.5712739,2.086152,-0.7993068,0.3493591,-0.3156937,0.6884062,-1.787016,-1.3529161,-0.1472929,-1.1103102,0.6774056,0.37732694,0.445874,-0.24792828,0.9387238,-0.15926994,-0.27682853,1.0580729,-0.8170431,-2.3528187,-1.2719053,2.5969422,0.55104655,0.20624824,0.8049149,-2.2760987,-2.6183846,0.50978285,-0.18428564,0.2934565,-3.3708785,-0.93863004,-0.2935409,0.3272147,-1.2064092,-0.2431083,-0.6394984,-0.068064414,2.0365117,1.429508,-0.6394985,-1.1905885,0.6732388,-0.49491546,0.85038036,-0.46403083,0.9088413,-0.3643619,-0.77511984,0.22594668,-0.43940264,-0.51945835,2.6124465,-1.9733676,0.0992961,0.40493193,-1.1994612,0.9020024,-2.9053168,2.6804323,-0.31515598,0.29251528,-1.6279602,-2.5757778,-0.81349844,-0.40318835,-0.47117257,-0.9182892,2.7826598,-1.4102446,-1.7246538,-0.5716341,-2.9191067,-1.771219,-0.5782024,0.3173296,-2.7498562,-0.91929775,1.499212,-0.8659373,1.1055077,-2.0094767,-2.409221,-0.12199445,-0.42381832,-0.6637265,1.57771,0.5354209,-0.06752627,2.1179593,-0.71973914,-0.43666953,0.7720427,0.20678808,-1.5073856,-2.0342247,-1.507903,-0.6081274,0.596679,-0.10545454,-1.1524683,0.78087616,-0.294883,-0.14627574,-0.8888525,-0.8009731,0.246183,0.55661726,0.113896094,-1.3617839,0.5816112,1.4600343,-1.7800176,0.7744766,-1.0082502,-0.8990216,-1.2962011,2.4474866,1.5417951,-0.32777753,0.61034423,0.19422445,0.6245314,-1.0951784,-0.6981179,0.74972004,-2.4105248,-1.7570491,-0.43876517,2.2179496,0.41924554,-0.17068516,0.22524253,2.74934,1.3504856,1.2631367,-0.48620668,-0.11172001,-1.5851574,1.4310436,-0.92962563,-0.20135848,-2.0895684,1.8823328,-0.4867132,-0.47622207,-0.042405594,-0.53806216,1.33637,-0.9992486,-0.17964172,-0.9180317,0.5995382,0.16061984,-0.8367907,0.76145625,-0.40078452,-0.8397566,-1.510096,1.0958514,-1.1165459,-1.3804605,0.5797916,1.1894888,-0.19249146,-1.4905612,0.98993075,1.1491708,1.7670258,-1.1894561,-0.27947813,0.57182026,-0.48139772,-0.57431144,-0.023641126,-1.8705453,0.36688215,-1.725507,0.74225813,-1.8378104,-3.3729599,0.3954998,0.46467444,3.2809808,0.3816306,1.7503281,1.1076825,1.0602473,-0.5386575,0.34237328,-0.8271682,1.5750272,-0.4505069,-0.21919036,0.5208302,-0.9856269,1.6108087,0.6013955,1.3007054,1.7200323,-1.9673113,-0.13599734,0.79384637,-3.5465064,-0.8973373,2.1756139,1.8949627,0.53682625,0.991155,0.6270484,0.8424842,-1.1764071,0.07688099,-1.5460546,-0.59676903,-0.68682677,1.7435149,0.07793952,-1.5044645,1.4875218,-0.51853895,-0.44465083,-2.279685,2.2060843,-0.36488038,0.08704155,1.2049382,0.9300884,1.1217494,-0.9024433,3.3725817,1.627318,-0.5843499,-0.5789463,-1.1858313,-0.5405148,-0.37866262,1.5188808,-0.136788,0.68406737,0.66229874,-0.5328213,-1.1240987,-1.03166,1.2829684,-0.725031,-1.1312112,-0.9444525,0.17642875,0.057167877,-1.917576,0.46695817,-1.0450722,0.08799366,-0.719346,-0.57240945,-1.487025,-0.5119398,-1.903446,0.101150855,0.40420312,3.5637624,1.7469591,-0.09055893,0.06500758,0.7964785,-1.7187716,-3.1975296,-2.3599083,-0.9549288,-0.29773322,-1.4521388,-0.715197,0.029272081,-1.2230569,0.34935054,-1.3836026,-1.0278221,-0.47122023,-0.24889848,-0.07582913,-1.0102781,-1.193334,0.52895,-0.9844728,-0.27006716,-0.21778974,0.07465113,-0.98630923,-0.6242191,-2.1031578,-1.815064,-0.92000747,-0.90209234,1.8223752,-0.66160125,0.2740737,-0.49673432,0.6937867,-1.0900711,0.92649835,0.11842775,-1.1294094,-0.6532054,-4.4433904,-1.524059,-0.36017516,-0.08773024,-0.5046796,-1.067629,0.37354475,1.9841713,0.986526,-1.1669238,-1.1940103,1.4964331,-0.1511309,1.7022359,-0.6262731,0.3913854,-0.46286547,-1.1241258,-0.1265035,-1.2936213,0.9157104,1.8100026,-0.35799238,-0.8634665,-0.18230417,-1.4194033,-0.53966826,0.40527385,0.11516305,2.6840713,0.1952191,0.1475435,-1.8143784,-0.25644702,1.2803057,-0.171646,-0.9084668,-0.49106133,-1.5099118,1.8594786,-1.0145481,1.0921642,-2.8781173,-1.6006417,1.111006,-1.8662496,-1.5160971,-0.7343934,-0.14257929,2.035008,0.7773768,0.6354623,0.069742434,1.3148398,-0.24592434,-0.7693224,-1.2714342,-2.8433301,1.4815203,1.084357,0.02186667,1.538896,0.24745663,-2.1044292,-2.2790413,-0.35363802,1.8233615,0.27650538,-1.735698,-0.070876434,0.8227476,0.5041193,-1.8251885,1.671354
0.17029577,0.28448817,1.1276836,1.0495529,-0.034533143,-0.4563437,-0.28118396,-0.30112496,-0.09915418,-1.0739478,-0.2831181,-0.12182561,0.16676077,-1.7784961,0.5863755,0.070378065,0.2011314,-1.4444656,-1.223277,-0.36291462,0.94193536,-0.33945787,0.87420505,0.506642,-0.18445367,0.14548802,-1.0581715,-0.9540886,1.1310908,-0.66495025,-0.3308832,-0.24175924,-0.19499663,1.8802754,-0.6083753,0.6340368,-1.2269497,0.92772114,-0.19477889,-0.47435308,0.87143064,1.3647208,0.3979796,0.063387044,1.7041037,0.22053733,1.1241133,-1.0732944,-1.223694,-1.981803,1.4320939,0.09174917,-0.69855356,0.5878231,0.4360498,1.6317452,1.0362852,-1.6941812,1.230061,0.38525516,0.12794681,-1.279402,-0.6849384,1.0820926,1.2066816,-1.4587119,-0.28032628,-1.1157154,0.48279834,-0.04108141,0.51651645,1.2352533,0.32580155,0.14119725,-1.1540818,-0.2872271,0.40157214,0.29904953,0.32056212,-2.3838012,0.6464646,-3.707754,-2.424737,0.2438987,-3.7693787,0.392414,-2.7535827,-0.35509893,0.39142823,0.67173105,1.2407695,-1.0055184,-0.74904156,-0.14831187,-0.55954486,-0.07507456,-0.18948662,0.62359124,-0.9009459,-0.4718188,-0.740193,2.1052322,-1.5873948,1.6279868,-0.7700238,0.53331864,-1.7671448,0.035604045,-2.7533329,0.08917109,-1.6542997,-0.3952872,1.4196427,-0.656114,-0.37920168,0.5781693,-0.9945588,-1.9264584,0.5657942,1.3084598,-0.54663897,0.70221204,1.8647608,0.5489905,0.009610236,1.364593,-1.6297867,-3.0544877,-1.008933,-0.9055944,0.4432307,-0.5941188,-0.24773991,1.5479751,1.032592,-0.14208929,0.55834705,1.3285025,3.1007662,1.1822702,-0.42471182,0.045741204,-1.2371581,0.5365273,-0.016676541,-0.1164886,0.19388798,0.51971006,-0.52489465,0.13605723,-2.0770938,-0.6558658,-0.680531,-1.7425005,-1.0357388,1.2994539,-0.040931575,-1.0012139,-0.5561937,0.23981947,2.1050136,-0.15277548,1.9624066,1.4989151,-0.8490159,-1.0531476,0.78908235,-1.0919373,1.6479472,-3.0487735,-0.11990543,2.5754404,0.37627307,-0.15145367,-0.22888337,-1.294205,-0.042234506,0.36072177,0.22300346,-0.95650417,0.7926209,0.03677587,-1.4353021,0.23417239,0.80787367,-0.73178446,-1.0982486,0.24899302,0.23166709,-2.3315942,0.41353697,-1.5614808,-0.59649795,0.3450361,0.550486,-1.1658909,3.5706692,-1.3316731,2.2308495,-0.6814931,-1.4443188,0.36518633,-1.3248429,0.7406748,0.63008595,-0.8870116,2.9972763,-0.9911946,-0.721653,1.2186282,0.22037618,-0.44897544,2.3581936,0.684866,-0.27892107,0.55992484,-2.2383225,-0.41055003,-0.73961943,-1.8041164,1.0339484,-0.5111574,1.1037515,-0.35843667,1.4659652,-0.44114366,-1.0074795,0.8618116,-0.7549792,0.62185234,-1.4255639,-0.31767717,-0.95315224,-0.076674126,-1.041312,0.6141217,1.5434974,0.42878452,-1.1454918,1.2053661,2.3029172,0.021817362,-0.43436918,-1.1448635,0.0042673345,-0.51212263,0.7100291,-0.013148946,-1.0151714,-0.7960144,-0.4629957,1.9666022,0.9148185,1.7707595,0.62393445,0.44887498,-0.4017776,-0.8134834,-0.446646,-0.5169946,0.32388943,-0.06804805,0.32662988,-0.8584026,0.38023376,0.2419584,-0.092286296,-1.068227,-1.3522532,-0.38120204,1.7158437,1.9316822,-1.0418123,1.2262559,1.6207654,0.101212874,0.15731458,0.45259044,1.5064654,-0.46857506,-0.81376165,0.6954241,0.6598655,0.48875242,0.6965288,-0.3716531,-0.03658082,1.3055543,-0.08732438,-0.08586583,-0.6229044,-0.42787194,-2.115399,0.0051645525,2.543722,-1.6106143,-0.5260189,0.08162029,-0.391909,-1.3337384,-1.0717726,0.25413847,-0.007097709,-1.407485,0.5103471,0.06210527,0.6233155,-0.17125049,-0.46436393,0.2768228,0.045060225,1.7189015,1.8348919,-0.70841753,-0.708216,1.8157161,-1.070073,0.23908813,-0.1635932,0.483889,-1.757145,0.011554891,-0.83231217,0.19349183,0.21530758,1.611735,-1.5235784,0.1431018,-0.13359867,-0.19755806,2.1068025,-0.7358234,4.487864,-0.2200171,0.72471553,-0.5641242,-0.9768136,-1.3338926,0.8108761,-0.75893664,0.40594664,2.2527556,0.29573095,-0.6943322,0.29587448,-0.80607724,-0.9815104,-0.37563264,-0.20446502,-2.5153806,-0.23836486,1.1182069,-0.50015956,-0.21977891,-2.0383658,-2.0506518,0.109671354,0.200211,0.7022621,1.6350514,1.2783852,0.5620944,1.6462213,0.5510825,-1.0523645,1.803328,-1.448288,-0.47690308,-0.2751607,0.18785495,-0.97088087,0.9328508,1.9055486,-1.6155987,0.06736701,-1.1041378,-0.6118257,-1.0070359,-1.2780802,-0.12942341,-0.51099813,0.015832681,-0.43312213,0.78221774,1.1772295,-0.9047102,0.04805696,-0.37011978,0.7543873,-1.3913019,1.4526922,-0.9117351,-1.1464608,0.25814,-1.5638936,1.0764734,-0.42158148,-0.9460809,1.4725598,-1.9622763,-0.59355766,-1.040753,0.9344856,-1.0893623,-1.0522511,0.9833759,2.504795,1.4377745,0.99471563,0.01099066,-0.7035785,0.04398648,0.7094837,-1.0292279,1.1744673,-1.5497183,0.061571606,-1.4118162,-0.91030854,0.19556662,0.13892198,0.28377834,-0.5177305,0.48610044,0.44950557,-0.3674353,0.43372354,0.61646676,0.36579382,-0.5294488,-0.58362895,-1.867005,0.47761014,-0.38636503,-1.8389212,0.4835585,1.4774941,-0.79501563,-1.1098158,0.36651087,1.031514,1.5532541,0.28278095,1.1982293,-0.48444307,-0.58502525,-0.32244825,0.8426653,-1.5362742,1.0268579,-3.0150344,0.53254914,-1.734965,-2.0900292,0.59798825,0.96614313,1.216896,0.9970125,0.08705217,0.3354119,-0.74876815,-1.9876021,-0.37288386,-2.2914095,-1.5167809,-0.6044038,1.1382651,0.73693645,-2.5217335,1.7370708,0.6038211,0.1442265,1.1947664,-0.6958884,-0.29957208,1.85169,-1.594437,1.5310806,2.313236,1.3171617,-0.18404025,0.13565668,-0.5109543,0.2870008,-2.0281374,-0.4244529,0.2075017,-0.070509374,-0.5892558,0.76496464,-1.1608591,-2.657524,0.5124244,-0.5671786,0.2445996,-0.61238205,0.53823686,-0.4524237,-0.12698126,0.17401691,0.20803773,2.7848134,-0.15051413,1.8010255,1.2713959,-0.084331855,1.0076,-0.9490896,0.7932421,0.023035653,-0.03137453,1.2033553,1.7310343,-0.7973148,-1.0949696,-1.2632146,-0.1972426,0.8419301,-0.34481665,-1.024076,0.017375993,0.7825865,1.124714,-0.9423352,-0.024153763,0.51975447,1.0863366,1.3493909,0.3010048,-1.0687973,0.6074843,-1.2333565,1.1047577,-0.1432707,1.9598317,0.07492886,0.9647873,0.5330775,0.4939312,0.79383004,-2.5226042,-1.3282477,-0.49133632,1.2456799,-0.7077635,1.1510661,1.8048245,0.47388643,0.7228633,-0.1232842,0.3377267,0.62905633,0.40278673,0.42724487,0.22002308,0.3177462,0.96317106,-0.74521667,-0.58428353,-0.6668976,0.05830196,-0.34371462,-1.0090328,-1.8699831,-0.6558351,-0.19678992,-1.2896266,2.6410573,0.3316724,0.03336107,0.5459672,-0.66534376,-1.4311144,1.6052624,1.0518676,0.9055758,-1.8849723,-1.0311356,-1.0854825,-0.51350445,0.5523628,0.72284704,-0.76117665,0.66849613,2.1655912,1.1762183,-0.4029594,-1.8760589,1.182902,-0.40496135,1.6325783,-0.31574187,0.3805887,-0.39505965,0.25432035,-0.020218067,-1.3536221,0.8005225,-0.21604545,0.1830891,-0.5417119,0.8242401,-0.11105447,0.9994048,-0.12884673,0.9402157,3.0096393,-0.18162279,1.1994568,-1.2902199,1.3976831,1.3942038,-0.15841098,1.1000233,-0.4197097,-1.4680812,1.4625828,-1.7795498,-0.13290456,-1.3688527,-1.0159582,1.1308084,-1.3455542,-0.5852823,-0.7775597,0.3409923,0.3777616,0.9290106,1.4109918,0.584335,1.2211907,-0.50676155,-0.68394303,-1.0825673,-1.9715518,-0.52078974,-0.34509492,-1.7786127,-0.9387089,0.3124383,-1.9951823,-1.9367061,0.4686394,1.5821296,0.9003197,-0.6682542,1.4523946,0.61371094,0.5902946,-1.982678,0.9720974
