ABL1,AHR,AHRR,AIRE,AP1,APEX1,AR,ARID1A,ARID3A,ARID3B,ARID4A,ARID4B,ARNT,ARX,ASCL1,ASCL2,ATF1,ATF2,ATF3,ATF4,ATF5,ATF6,BACH1,BARX1,BARX2,BATF,BCL11A,BCL11B,BCL3,BCL6,BCLAF1,BHLHA15,BHLHE40,BHLHE41,BMAL1,BMAL2,BRCA1,BRD4,CDX1,CDX2,CEBPA,CEBPB,CEBPD,CEBPE,CEBPG,CEBPZ,CIITA,CLOCK,CREB1,CREB3,CREB3L1,CREB5,CREBBP,CREBZF,CREM,CRX,CTBP1,CTBP2,CTCF,CTCFL,CTNNB1,CUX1,CXXC1,DACH1,DBP,DDIT3,DEAF1,DLX1,DLX2,DLX3,DLX4,DLX5,DMAP1,DMTF1,DNMT1,DNMT3A,DNMT3B,DOT1L,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,E4F1,EBF1,EBF3,EGR1,EGR2,EGR3,EGR4,EHF,ELF1,ELF3,ELF4,ELF5,ELK1,ELK3,ELK4,EMX2,EN1,ENO1,EOMES,EP300,EPAS1,ERF,ERG,ESR1,ESR2,ESRRA,ESRRB,ESRRG,ETS1,ETS2,ETV1,ETV3,ETV4,ETV5,ETV6,ETV7,EWSR1,EZH2,FEV,FEZF2,FGF2,FHL2,FLI1,FOS,FOSB,FOSL1,FOSL2,FOXA1,FOXA2,FOXC1,FOXC2,FOXD3,FOXF2,FOXG1,FOXH1,FOXJ1,FOXL2,FOXM1,FOXN1,FOXN4,FOXO1,FOXO3,FOXO4,FOXP1,FOXP3,FOXQ1,GABPA,GATA1,GATA2,GATA3,GATA4,GATA5,GATA6,GCM1,GFI1,GFI1B,GLI1,GLI2,GLI3,GLIS3,GRHL2,GRHL3,GSC,GTF2I,GTF2IRD1,GTF3A,HAND2,HBP1,HCFC1,HDAC1,HDAC3,HDAC4,HDAC5,HDAC7,HDAC9,HDGF,HES1,HES6,HESX1,HEY1,HEY2,HHEX,HIC1,HIF1A,HINFP,HIPK2,HIVEP1,HIVEP2,HLF,HLX,HMGA1,HMGA2,HMGB2,HNF1A,HNF1B,HNF4A,HNF4G,HOXA1,HOXA10,HOXA13,HOXA5,HOXA7,HOXA9,HOXB13,HOXB3,HOXB4,HOXB7,HOXB9,HOXC6,HOXC8,HOXD1,HOXD13,HOXD3,HR,HSF1,HSF2,HSF4,HTATIP2,ID1,ID2,ID3,ID4,IKZF1,IKZF4,ING4,INSM1,IRF1,IRF2,IRF3,IRF4,IRF6,IRF7,IRF8,IRF9,IRX1,ISL1,JARID2,JDP2,JUN,JUNB,JUND,KAT2B,KAT5,KAT6A,KAT7,KCNIP3,KDM2A,KDM5A,KDM5B,KDM5C,KDM5D,KLF1,KLF10,KLF11,KLF12,KLF13,KLF15,KLF2,KLF3,KLF4,KLF5,KLF6,KLF7,KLF8,KLF9,KMT2A,KMT2B,LEF1,LHX2,LHX8,LITAF,LMO2,LMX1B,LRRFIP1,LYL1,MAF,MAFA,MAFB,MAFG,MAFK,MAX,MAZ,MBD1,MBD2,MECOM,MECP2,MED1,MEF2A,MEF2C,MEF2D,MEIS1,MEIS2,MITF,MKX,MLXIP,MLXIPL,MNT,MSC,MSX1,MSX2,MTA1,MTA3,MTF1,MXD1,MXI1,MYB,MYBL1,MYBL2,MYC,MYCN,MYF5,MYF6,MYOD1,MYOG,MYRF,MYT1,MZF1,NANOG,NCOA1,NCOA2,NCOA3,NCOR1,NCOR2,NEUROD1,NEUROD2,NEUROD6,NEUROG1,NEUROG2,NEUROG3,NFAT5,NFATC1,NFATC2,NFATC3,NFATC4,NFE2,NFE2L1,NFE2L2,NFIA,NFIB,NFIC,NFIL3,NFIX,NFKB,NFKB1,NFKB2,NFKBIB,NFYA,NFYB,NFYC,NKRF,NKX2-1,NKX2-2,NKX2-5,NKX3-1,NKX6-1,NKX6-3,NONO,NOTCH1,NOTO,NPAS2,NPM1,NR0B1,NR0B2,NR1D1,NR1D2,NR1H2,NR1H3,NR1H4,NR1I2,NR1I3,NR2C1,NR2C2,NR2E1,NR2E3,NR2F1,NR2F2,NR2F6,NR3C1,NR3C2,NR4A1,NR4A2,NR4A3,NR5A1,NR5A2,NR6A1,NRF1,NRG1,NRL,NSD2,NUPR1,OLIG2,ONECUT1,OTX2,OVOL1,PARK7,PATZ1,PAWR,PAX2,PAX3,PAX4,PAX5,PAX6,PAX7,PAX8,PBRM1,PBX1,PDX1,PEG3,PGR,PHF20,PHOX2A,PHOX2B,PIN1,PITX1,PITX2,PITX3,PKNOX1,PLAG1,PLAGL1,PML,POU1F1,POU2F1,POU2F2,POU2F3,POU3F1,POU3F2,POU4F1,POU4F2,POU5F1,PPARA,PPARD,PPARG,PPARGC1A,PRDM1,PRDM2,PRDM4,PREB,PROP1,PROX1,PTF1A,PURA,RARA,RARB,RARG,RB1,RBPJ,RCOR2,REL,RELA,RELB,REST,RFX1,RFX5,RFXANK,RFXAP,RORA,RORC,RUNX1,RUNX2,RUNX3,RXRA,RXRB,RXRG,SALL2,SALL3,SALL4,SATB1,SATB2,SCX,SF1,SFPQ,SIM2,SIN3A,SIRT1,SIX1,SKIL,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD6,SMAD7,SMARCA1,SMARCA4,SMARCA5,SMARCC1,SNAI1,SNAI2,SOX10,SOX11,SOX17,SOX2,SOX4,SOX5,SOX6,SOX9,SP1,SP2,SP3,SP4,SP7,SPDEF,SPI1,SPIB,SREBF1,SREBF2,SRF,SRSF2,SRY,SSRP1,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,STOX1,TADA2A,TAF1,TAL1,TBP,TBPL1,TBPL2,TBX1,TBX15,TBX18,TBX2,TBX21,TBX3,TBX5,TBXT,TCF12,TCF21,TCF3,TCF4,TCF7,TCF7L2,TEAD1,TEAD4,TEF,TET1,TFAM,TFAP2A,TFAP2B,TFAP2C,TFAP4,TFCP2,TFDP1,TFDP2,TFDP3,TFE3,TGFB1I1,TGIF1,THAP11,THRA,THRB,TLX1,TP53,TP63,TP73,TRIM28,TRPS1,TSC22D1,TTF1,TWIST1,TWIST2,UBTF,USF1,USF2,VDR,VEZF1,VHL,VSX2,WT1,WWTR1,XBP1,YAP1,YBX1,YBX3,YY1,ZBED1,ZBTB14,ZBTB16,ZBTB17,ZBTB18,ZBTB33,ZBTB4,ZBTB7A,ZBTB7B,ZEB1,ZEB2,ZFHX3,ZFP42,ZFPM1,ZFPM2,ZFX,ZGLP1,ZHX2,ZIC1,ZKSCAN7,ZMYND8,ZNF143,ZNF148,ZNF202,ZNF236,ZNF263,ZNF331,ZNF335,ZNF350,ZNF354C,ZNF362,ZNF382,ZNF384,ZNF395,ZNF436,ZNF699,ZNF76,ZNF804A,ZNF91
-0.9426982,-3.5655358,-0.21023077,-0.7062863,-0.7367958,0.61790115,0.4435913,0.30125776,-2.4344802,-0.1519524,-0.24411984,0.52125484,-0.57511485,1.0805075,-0.8206752,-3.7577999,-0.9052623,-1.308596,0.4644623,-0.57715356,-0.7099519,-1.6074185,-1.6489476,-1.3453157,-0.03227696,0.46098438,0.552397,1.5112866,1.2247281,0.16248818,-0.88255066,-1.5516704,-0.67133063,-0.6824566,-0.8737706,-0.07155951,-1.8679317,-0.42032522,-2.7383292,-2.5145593,-2.3072598,-3.06448,-1.4189355,1.5025449,-1.400175,-0.84537166,0.22541212,-0.3389974,1.9604783,1.9667112,0.23719399,0.64373684,-2.0415146,-0.47459427,-1.0260881,0.6045211,2.0475972,2.3250763,1.2525696,0.37299097,-0.068370216,-1.5757041,0.25535083,-1.0506321,-1.6905668,0.53795123,-0.48839167,1.3808264,-0.67891234,-2.2429366,0.3206083,-1.9548143,-0.989533,-0.30156222,-2.5941505,0.76766545,-1.2541288,-0.5948121,-3.3490505,-2.8218894,-2.604921,-1.1946509,-1.6891949,1.0695,0.5552486,-0.17253195,-2.0829134,2.1665196,-0.5678633,-0.7426318,0.30413243,-0.25718635,-0.09218525,-1.4178538,-1.0978602,0.9758152,0.7009592,1.4632425,-1.6659805,0.06459399,-1.9299657,-0.022012014,0.67854863,0.1853129,0.642035,-1.9506003,-1.5459828,-2.9055655,-0.4550745,0.25489676,-0.113187924,0.10317972,1.1552216,0.75752395,2.279115,0.9106524,0.49262306,-0.46316588,-1.8563225,-0.7134601,3.2937055,0.12450119,-0.11987378,-2.7325177,-1.877469,5.0203047,-0.9557466,1.0561559,0.62111187,2.4746702,1.4293159,-3.1441107,-1.3570718,-4.076077,-1.5678394,-0.023210857,0.47078133,0.4366229,-1.3124897,0.02741123,-0.8871005,1.0909263,-3.383259,-0.99357957,-2.2555242,-0.34912965,-1.2986629,1.5804975,-0.5827833,0.76377547,-0.73109835,-0.34905958,-0.97858876,-1.3555685,1.5624913,-2.580729,1.1388181,-2.9976802,-1.367293,0.5442041,-1.4239402,1.4161704,-1.104866,1.4647613,2.4765441,-2.956755,1.0772619,-0.0506771,0.0038829774,0.1591546,-0.37868756,-1.2722076,-0.49010056,-0.842378,1.159841,0.74841934,1.0325272,0.36842865,0.60797817,0.7528327,-0.2814148,-0.5159224,-2.1776578,0.5431221,0.61673075,1.1117687,0.24058999,1.531785,-1.1527898,-2.3041797,0.6083732,1.004967,-1.0457087,-2.0261798,-0.6401599,-0.2832868,1.086687,-0.9651218,-4.9013734,-4.044021,-5.728928,-2.939597,-0.563752,-0.5750131,-0.14878944,0.46314913,1.8798062,0.38160747,-2.611736,-0.14844882,-0.16988525,-0.03026035,-0.28419146,1.2429241,-0.9585423,0.45170996,-1.1348253,1.3143334,-0.60315347,0.66546804,0.21403374,0.7165798,-0.128421,-1.8132571,-0.3297271,-1.4559697,0.4463413,-0.9341057,-0.8913206,-2.3387003,-2.1322067,-0.846335,-1.3546296,-0.97100073,0.57786006,-1.6877007,-0.784348,0.03263692,-2.5503676,-2.2159994,-3.5962396,-0.7850187,-1.804563,-1.7943883,-0.31207022,0.13008735,1.5342468,-1.5161167,0.10146248,-0.39573577,-1.6012154,-1.5890956,-1.6706781,-0.17892313,-0.4119172,-0.3561946,-0.08084843,2.4942827,0.22370629,0.35688213,0.6951298,-1.9445349,-1.0634202,2.1077058,-1.9253772,-2.1546066,1.0229715,1.9614046,0.8727422,-0.5591846,-1.7430451,-1.0937204,-1.9296569,-0.16346166,-2.3308477,-1.2793587,-0.63381124,0.110636964,-0.8566751,-0.36144224,-0.4936541,0.7548299,0.9934741,0.35812157,-2.0016668,-0.7511972,-0.6022413,0.19048859,-1.8431474,-0.09377923,-1.2161678,1.7814852,-0.915925,0.5103943,1.002151,0.65187657,-2.055145,-0.43105558,-0.20653918,-0.9019786,-1.8796923,-0.45095277,0.26944605,-1.0645502,-0.6822378,-0.54020196,1.664768,-3.0282092,-0.19707015,1.0212928,-1.2140341,-0.085106835,-1.1572835,-2.7064936,-1.7500423,-0.7973272,-0.048704237,0.37509605,-0.3356656,2.23313,-0.8331869,-0.49247137,1.956888,-1.5558408,0.2801651,-0.5072338,0.5823375,-0.065730356,-0.93588877,-3.2572074,0.15083118,-2.1884596,-0.7693785,-0.9781415,-1.6052104,-0.18214065,-0.4210598,-1.8352672,-1.0187145,2.8102283,0.49776027,-0.07301359,-2.3575544,-1.1071751,-2.3638153,-0.8317346,-1.281743,0.8673459,-0.9125229,-0.85203564,0.42583704,-2.0466216,-0.97002476,0.16340716,-3.379084,0.15861198,-2.9128535,0.2650035,0.08039287,0.7765895,-0.86031777,1.1042095,0.20966437,-0.4387312,-0.93768686,0.589554,-0.32706034,-0.98807585,1.6377445,1.5024577,-0.15178391,-2.2170072,-1.1821539,-0.3683423,-2.874636,-1.601703,0.1554345,0.2933785,-0.8289449,-0.6572775,-0.59093434,-2.194647,-1.420447,-1.2426925,-3.1528935,-1.314147,0.5257518,-0.2487253,-1.7965922,-0.6947299,-0.46521923,0.20980819,-0.19111663,-0.44022778,-0.6131663,-1.2148658,-0.71776044,-0.766326,1.0932872,-1.5671391,0.55677366,-0.31757197,0.41600674,0.43855038,1.1805513,-0.8348531,-0.31964853,-1.6108592,-0.57157254,-0.047453344,-1.1001842,-1.140585,-0.021868331,2.553104,0.6190921,0.12549342,0.7635241,0.4626935,-3.3371568,-2.1453178,-2.5964952,0.8868153,-2.115475,-2.0366526,-2.253789,0.22264764,-0.30797282,-0.09157752,-0.4219722,-0.5085347,0.27893212,0.6953351,-0.70108944,2.8750105,-2.5639515,1.141467,-0.92500675,-0.25579423,0.15572119,1.7329386,-1.1626778,-0.836086,-0.14483723,1.4662529,0.58213,-0.45342582,-0.5494911,-0.77973473,0.23898108,1.1790496,0.668949,-1.7543862,0.09664713,-0.75500774,-2.0583355,-0.20686811,-1.9664546,-0.3961057,0.123648055,0.69378185,-1.0467516,-1.1889296,0.31863526,2.9656665,-0.040216878,-1.433062,-0.74367464,0.28113782,-1.3823858,-0.09181112,-0.04928711,-0.12092449,-2.283909,-2.2215266,0.4598084,-0.7725639,-0.23569714,2.9505665,0.7074158,1.1241863,0.6775228,-2.3318787,-0.9445395,-0.093709536,-0.99307394,-0.78951067,1.254489,0.88267606,-0.70453554,0.7030163,0.046402823,1.3581744,-1.3502102,-1.1508635,-0.45605546,-0.04292333,0.001124511,0.6727021,1.9935646,0.24451481,-1.0777549,1.3434305,-2.0164104,0.5205049,-3.3729284,-0.49178565,-1.2555046,-0.32781506,-1.6647296,0.7777854,-2.300908,-1.2793391,2.7751372,-1.2065641,-2.3500602,0.13053043,-0.23586175,-2.1233387,-1.5078683,2.1215372,-0.9442252,-0.69258213,-0.12442423,-0.54769135,-1.1164366,1.9898863,-0.45245346,0.7579435,-0.4993355,-1.303329,-0.8471989,-1.4516277,-1.6306562,0.98667914,0.06330609,1.2760117,0.28122675,-0.85799766,-0.13088505,0.5921681,-0.54126793,-2.3560345,0.8460003,0.044087343,-0.4749353,-1.1433076,-1.2070879,-0.072777815,-0.20534888,-1.4471637,-0.47439817,-0.44235128,0.34294555,-0.47907048,-1.6574336,-2.4249752,-0.12885304,-0.22166505,-0.18788373,2.196818,-0.09559512,-0.025806317,-2.0593138,-0.603093,-0.49039793,-0.23042536,-0.016341396,-0.5809122,0.15343168,-1.2414129,0.79164726,-0.51574206,-0.91223603,0.6485482,-0.83309484,-2.0090964,-1.3254752,0.13131715,1.4759772,-0.550031,-0.99601495,-0.48550048,-0.43260375,1.3975061,-1.8735683,1.6706561,-0.54858327,-1.0690743,-0.4206254,-1.8267808,0.89146453,0.64540464,-0.8367783,-0.40379667,0.009321911,-1.5348096,1.4607756,1.2717795,-1.4150157,-0.72300345,0.38894072,0.17061496,-0.021809747,-1.2017169,1.9673587,-0.9748333,-1.5600624,0.8431727,-0.81722033,-1.5864527,1.3695492,-0.039902028,0.5772219,-1.0252411,0.80572,-1.0990516,-1.2355055,-0.8440331,0.5146539,-0.16373251,-1.487391,2.2805166,-0.3229993,-0.22817424,0.7247817,-1.1921513
-0.22980039,-2.271465,-0.10938211,0.114819236,0.6358628,1.6285104,2.0687838,0.432455,-0.5023779,0.18725726,-0.33125147,2.1152563,0.8505687,2.2642336,-0.7530614,-4.403609,1.6996287,-1.9607131,0.8931099,-1.0135493,-0.611553,-1.8191543,-0.40820375,-0.4926928,0.1433844,0.6614437,1.6474129,1.0268832,0.62917346,0.09503674,-0.32248035,-1.1908998,-1.6137592,-0.5767483,1.1082181,-0.94409215,-1.6682559,-0.5814096,-0.7259478,-0.12386459,0.3268006,-1.770932,-0.90424204,2.0970387,1.2591048,-0.27511486,1.220667,-0.16525938,3.329625,2.8464468,0.49947265,0.7659138,-1.8012,0.37121847,-0.18751293,-0.3617837,0.66961884,0.23506793,1.7568823,1.3348188,0.7537112,-0.8447309,-0.20146556,-0.7896743,-1.0892843,1.0651162,0.2034388,0.54008627,-0.010084095,-1.4212836,-0.7559383,-0.0019538957,0.3955628,-0.015474785,-1.6747288,1.285824,0.17183526,-1.5490334,-0.8378712,-0.8867157,-0.029119674,-0.5808773,-2.5502648,0.50477237,-0.86725974,-0.928371,-1.9853902,1.8825241,0.86384803,0.37701592,-1.1138184,-2.0579147,0.2910219,-0.55863124,-1.7438129,1.3684006,-0.98747367,2.0750287,-0.4675558,0.7105465,-1.3556846,0.386278,0.6412091,-0.71781874,0.07364359,-2.73984,-1.9379915,-2.249094,0.10245723,1.8526101,-1.0178056,-0.38349402,1.6387707,-0.97271836,0.061877906,0.890734,0.40042764,0.49326172,-0.34935543,-0.15528184,3.0430768,-0.87797606,-0.62165284,-2.4048388,-0.5321403,5.087195,-0.4998827,2.4376426,1.4922156,2.428915,2.5197506,-2.0311804,1.055539,-1.7394456,-2.4615853,1.3642153,1.1874925,1.615124,-0.4130612,2.2490492,-1.4903604,0.7987022,-1.8808796,-0.157692,-2.2684772,0.49470916,0.15597466,1.079134,-0.24213356,1.2930875,-0.10299987,-0.6778446,-2.2909029,0.26504868,2.421997,-1.1787045,0.9165311,-1.8345759,-1.6119565,0.3291839,-1.8520062,1.6077924,-1.9189852,0.84175164,2.9965537,-3.225623,0.6114232,0.420187,-0.12896708,-0.043944407,0.5542915,-0.71159136,-0.07729297,1.6233107,0.6190607,0.68450975,0.13369462,-0.8172194,2.095738,0.5022391,0.100360915,0.83617944,-0.46228927,0.5966187,-1.6735528,0.37989032,2.0484116,1.1140972,1.0132602,0.056473255,-0.4816436,-0.6120288,-1.0162541,-0.059375696,1.211419,-0.036836337,1.8585229,-0.6630924,-1.9467188,-2.753931,-1.469926,0.78154796,-1.009225,0.5928498,1.1891975,1.478802,1.6596829,-0.011507253,-1.1115756,-0.68806225,-0.48529196,-1.4685451,0.5726365,3.6655717,-2.939627,-0.29063606,0.34024855,1.7140061,-0.49033433,1.3840678,-0.25466752,0.6164776,0.055816934,-0.7399985,0.90710354,-1.8627427,0.64551365,-2.0474982,-0.46895748,-2.4229858,0.12897192,0.089510255,-2.5996678,0.9355829,0.056309022,-1.9902929,-1.6423845,0.7707504,-2.8891976,-2.4985669,-2.214401,0.06492467,-0.5042679,-0.3943972,-1.1114105,-0.5886889,1.491432,-1.3242232,-0.2371316,1.273825,-0.9468136,0.5172158,0.7173631,1.481065,0.57368517,-0.7833897,-0.4072929,2.4851296,0.5413211,3.4868062,-0.23510057,-0.27815557,-0.42294553,0.86975026,-1.5827909,-1.3434423,3.6226838,1.2725874,0.3477111,0.65629894,-1.2885599,-0.81711155,-1.1246705,0.78775823,-3.0298371,1.3064467,-1.6398656,0.23263472,-1.6571951,-0.17165174,-1.333462,0.790152,1.0933969,-0.19189732,-0.12358256,-0.227839,0.47191596,1.0056837,-0.39895213,0.31004977,-0.22121356,0.90148866,-0.41369334,1.1397158,2.0287144,2.105481,-2.4509373,-0.3193811,0.13708226,-1.2765865,-2.2686813,-1.0362448,-0.2599509,-0.07576401,-2.577596,-0.7989751,0.70399326,-1.5736235,0.9845058,0.503882,0.25499946,0.8448671,-1.5280446,-2.384366,-0.28309953,-0.19315113,-0.6262246,0.37865084,-0.6212565,2.0592077,-1.0811317,-0.5507878,1.5294759,-0.81991625,0.5079984,-0.45887095,-0.27456746,0.06281316,1.1357311,-3.567329,1.2242912,-1.4697905,-0.77892107,0.45403188,-1.8468823,0.25975886,0.38484254,-2.415641,0.2888922,2.2128906,1.4527214,0.7862706,-0.44324282,1.4150112,-2.3590617,-0.001534805,-0.8923539,2.5905902,0.4961594,-0.57513916,0.093668446,-1.1011497,-0.58903784,1.9057275,-1.4884217,0.82125676,-3.2302184,1.0084889,1.9588593,2.6713455,-0.17089722,2.0933464,2.563215,-0.6736302,-1.1754855,-0.5643171,0.31491727,-0.08376851,0.85120934,-0.17243014,0.3874604,0.23037791,-0.16178842,0.050746772,-2.5773711,-1.0548301,0.5476082,-0.67707014,0.42341238,0.33276457,0.22125998,-2.4272287,-0.3427583,-0.0007956466,-2.092779,0.115765534,2.221966,1.5965099,-0.15489279,-0.57711166,0.37379724,-0.5479596,-0.1106197,1.4702421,-0.2824549,-0.9078214,0.5295307,0.57050705,-0.502411,-0.7989984,1.1326138,-1.0414985,-0.1289374,1.4768414,-0.0636176,0.11093264,-1.0653088,-0.45479986,-0.41569424,-0.41861597,-0.36112252,-0.64070916,2.0675325,1.7767392,0.12165067,-0.40816352,-0.15032154,-1.835239,-2.4765759,-0.4306048,-1.4682045,0.5739237,-0.21470582,-1.0333943,-1.2825692,1.0282062,-2.1362107,-0.20392755,-1.8533244,-1.985926,0.52557814,1.2742684,-1.1201777,0.75903195,-2.0609775,0.13119014,0.53756106,0.10246611,0.92237407,1.3106526,-0.24751654,-0.73171383,-0.82103664,0.59401274,1.7695248,-1.8236263,0.48602027,0.12210781,0.37928742,0.3864025,-0.90279394,0.019115644,-0.049125426,-1.7237543,-3.2934513,0.40042692,-2.005153,-0.85851634,-0.100216046,0.85740876,0.6805722,-1.1526108,0.8958725,4.0325527,-0.617439,-0.7375832,0.12835898,-0.30873987,-0.18384314,0.28192052,0.0032984235,-1.0954356,-3.8149643,-2.658659,0.6443858,0.08194152,-0.61311066,1.4043862,-0.57328296,3.0924935,0.98013026,-0.96819055,0.41344815,-0.9789428,-0.3417206,-0.36223596,1.7294528,1.4677888,-1.2073652,1.9583836,-0.27258393,-0.2764348,-1.4594619,0.1695706,0.03330402,0.1910392,-0.069843166,1.5471897,0.55558616,-0.36065146,1.3135536,0.78529584,-0.4220189,-0.027135493,-1.4843998,-0.5524154,0.50359285,0.9975249,-0.93972653,1.0408866,-1.5093538,0.37963235,3.2878466,-1.480315,-1.2698967,0.6504031,1.5965354,0.23635897,-0.7908782,4.36499,0.46233046,0.3819909,0.3673918,0.43222025,-0.63534385,0.07240514,0.57067525,2.1978161,0.02161452,-1.3328292,-1.3683467,-1.2759321,-0.7889123,0.8523416,-1.2152458,-0.019468933,0.80815166,1.1773849,1.3882147,0.17321548,1.0388308,-1.9865085,-0.34610543,1.2392805,-0.47112614,1.519671,-1.8112626,-0.3341952,0.63340414,-0.2643591,-0.45029062,-0.14179672,0.48305407,0.29824892,-0.93514687,-1.0826707,-0.8267842,-0.26035118,0.53549826,1.7477734,-0.33880484,1.2497342,-1.0694156,0.329362,-1.0239961,0.25500637,0.20744866,-0.75664467,-1.3841841,-0.3869028,0.37964606,0.91968167,-1.2467482,0.48125046,0.87946945,-0.18405604,-0.29091278,0.19564284,0.77826685,-1.2629428,-1.6685505,-1.7892616,0.7333551,3.5539517,-2.0220025,1.7613481,-1.3424985,-0.1550567,-0.86820537,0.76196396,2.175286,1.3979044,-0.6852069,-0.69102204,-0.8874172,-0.699892,-0.11168706,0.86076635,0.2801144,-1.0895172,0.4522172,0.43187267,1.5334212,-0.6995139,1.165343,-0.32623383,-0.8901258,-0.5293803,-0.322723,-0.67639,1.1245258,-0.10001769,0.6536775,-1.6580069,0.18612354,-1.7982371,-1.8499317,0.043404855,1.2797189,0.17503482,-1.6655096,2.159412,1.0563438,-0.2147003,0.036367476,-1.0046618
