ABL1,AHR,AHRR,AIRE,AP1,APEX1,AR,ARID1A,ARID3A,ARID3B,ARID4A,ARNT,ARX,ASCL1,ASCL2,ATF1,ATF2,ATF3,ATF4,ATF5,ATF6,ATOH1,ATOH7,BACH1,BARX1,BARX2,BATF,BCL11A,BCL11B,BCL3,BCL6,BCLAF1,BHLHA15,BHLHE40,BHLHE41,BMAL1,BMAL2,BRCA1,BRD4,CDX1,CDX2,CEBPA,CEBPB,CEBPD,CEBPE,CEBPG,CEBPZ,CIITA,CLOCK,CREB1,CREB3,CREB3L1,CREB5,CREBBP,CREBZF,CREM,CRX,CTBP1,CTBP2,CTCF,CTCFL,CTNNB1,CUX1,CXXC1,DACH1,DBP,DDIT3,DEAF1,DLX1,DLX2,DLX3,DLX4,DLX5,DMAP1,DMTF1,DNMT1,DNMT3A,DNMT3B,DOT1L,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,E4F1,EBF1,EBF3,EGR1,EGR2,EGR3,EGR4,EHF,ELF1,ELF3,ELF4,ELF5,ELK1,ELK3,ELK4,EMX2,EN1,ENO1,EOMES,EP300,EPAS1,ERF,ERG,ESR1,ESR2,ESRRA,ESRRB,ESRRG,ETS1,ETS2,ETV1,ETV3,ETV4,ETV5,ETV6,ETV7,EWSR1,EZH2,FEV,FEZF2,FGF2,FHL2,FLI1,FOS,FOSB,FOSL1,FOSL2,FOXA1,FOXA2,FOXC1,FOXC2,FOXD3,FOXF2,FOXG1,FOXH1,FOXI1,FOXJ1,FOXL2,FOXM1,FOXN1,FOXN4,FOXO1,FOXO3,FOXO4,FOXP1,FOXP2,FOXP3,FOXQ1,GABPA,GATA1,GATA2,GATA3,GATA4,GATA5,GATA6,GCM1,GFI1,GFI1B,GLI1,GLI2,GLI3,GLIS3,GRHL2,GRHL3,GSC,GTF2I,GTF2IRD1,GTF3A,HAND2,HBP1,HCFC1,HDAC1,HDAC3,HDAC4,HDAC5,HDAC7,HDAC9,HDGF,HES1,HES6,HESX1,HEY1,HEY2,HHEX,HIC1,HIF1A,HINFP,HIPK2,HIVEP1,HIVEP2,HLF,HLX,HMGA1,HMGA2,HMGB2,HNF1A,HNF1B,HNF4A,HNF4G,HOXA1,HOXA10,HOXA13,HOXA5,HOXA7,HOXA9,HOXB13,HOXB3,HOXB4,HOXB7,HOXC6,HOXC8,HOXD1,HOXD13,HOXD3,HR,HSF1,HSF2,HSF4,HTATIP2,ID1,ID2,ID3,ID4,IKZF1,IKZF4,ING4,INSM1,IRF1,IRF2,IRF3,IRF4,IRF6,IRF7,IRF8,IRF9,IRX1,ISL1,JARID2,JDP2,JUN,JUNB,JUND,KAT2B,KAT5,KAT6A,KAT6B,KAT7,KCNIP3,KDM2A,KDM5A,KDM5B,KDM5C,KDM5D,KLF1,KLF10,KLF11,KLF12,KLF13,KLF15,KLF2,KLF3,KLF4,KLF5,KLF6,KLF7,KLF8,KLF9,KMT2A,KMT2B,LEF1,LHX2,LHX3,LHX8,LITAF,LMO2,LMX1B,LRRFIP1,LYL1,MAF,MAFA,MAFB,MAFG,MAFK,MAX,MAZ,MBD1,MBD2,MECOM,MECP2,MED1,MEF2A,MEF2C,MEF2D,MEIS1,MEIS2,MESP2,MITF,MKX,MLXIP,MLXIPL,MNT,MNX1,MSC,MSX1,MSX2,MTA1,MTA3,MTF1,MXD1,MXI1,MYB,MYBL1,MYBL2,MYC,MYCN,MYF5,MYF6,MYOD1,MYOG,MYRF,MYT1,MZF1,NACC1,NANOG,NCOA1,NCOA2,NCOA3,NCOR1,NCOR2,NEUROD1,NEUROD2,NEUROD6,NEUROG1,NEUROG2,NEUROG3,NFAT5,NFATC1,NFATC2,NFATC3,NFATC4,NFE2,NFE2L1,NFE2L2,NFIA,NFIB,NFIC,NFIL3,NFIX,NFKB,NFKB1,NFKB2,NFKBIB,NFYA,NFYB,NFYC,NKRF,NKX2-1,NKX2-2,NKX2-5,NKX3-1,NKX6-1,NKX6-3,NONO,NOTCH1,NOTO,NPAS2,NPM1,NR0B1,NR0B2,NR1D1,NR1D2,NR1H2,NR1H3,NR1H4,NR1I2,NR1I3,NR2C1,NR2C2,NR2E1,NR2E3,NR2F1,NR2F2,NR2F6,NR3C1,NR3C2,NR4A1,NR4A2,NR4A3,NR5A1,NR5A2,NR6A1,NRF1,NRG1,NRL,NSD2,NUPR1,OLIG2,ONECUT1,OTX2,OVOL1,PARK7,PATZ1,PAWR,PAX2,PAX3,PAX4,PAX5,PAX6,PAX7,PAX8,PBRM1,PBX1,PDX1,PEG3,PGR,PHF20,PHOX2A,PHOX2B,PIN1,PITX1,PITX2,PITX3,PKNOX1,PLAG1,PLAGL1,PML,POU1F1,POU2F1,POU2F2,POU2F3,POU3F1,POU3F2,POU4F1,POU4F2,POU5F1,PPARA,PPARD,PPARG,PPARGC1A,PRDM1,PRDM2,PRDM4,PREB,PROP1,PROX1,PTF1A,PURA,RARA,RARB,RARG,RB1,RBPJ,RCOR2,REL,RELA,RELB,REST,RFX1,RFX5,RFXANK,RFXAP,RORA,RORC,RUNX1,RUNX2,RUNX3,RXRA,RXRB,SALL2,SALL3,SALL4,SATB1,SATB2,SCX,SF1,SFPQ,SIM2,SIN3A,SIRT1,SIX1,SKIL,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD6,SMAD7,SMARCA1,SMARCA4,SMARCA5,SMARCC1,SNAI1,SNAI2,SOX10,SOX11,SOX17,SOX2,SOX4,SOX5,SOX6,SOX9,SP1,SP2,SP3,SP4,SP7,SPDEF,SPI1,SREBF1,SREBF2,SRF,SRSF2,SRY,SSRP1,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,STOX1,TADA2A,TAF1,TAL1,TBP,TBPL1,TBPL2,TBX15,TBX18,TBX2,TBX21,TBX3,TBX5,TBXT,TCF12,TCF21,TCF3,TCF4,TCF7,TCF7L2,TEAD1,TEAD4,TEF,TET1,TFAM,TFAP2A,TFAP2B,TFAP2C,TFAP4,TFCP2,TFDP1,TFDP2,TFDP3,TFE3,TGFB1I1,TGIF1,THAP11,THRA,THRB,TLX1,TLX3,TP53,TP63,TP73,TRIM28,TRPS1,TSC22D1,TTF1,TWIST1,TWIST2,UBTF,USF1,USF2,VDR,VEZF1,VHL,VSX2,WT1,WWTR1,XBP1,YAP1,YBX1,YBX3,YY1,ZBED1,ZBTB14,ZBTB16,ZBTB17,ZBTB18,ZBTB33,ZBTB4,ZBTB7A,ZBTB7B,ZEB1,ZEB2,ZFHX3,ZFP42,ZFPM1,ZFPM2,ZFX,ZGLP1,ZHX2,ZIC1,ZKSCAN7,ZMYND8,ZNF143,ZNF148,ZNF202,ZNF236,ZNF263,ZNF331,ZNF335,ZNF350,ZNF354C,ZNF362,ZNF382,ZNF384,ZNF395,ZNF436,ZNF699,ZNF76,ZNF804A,ZNF91
-0.98969465,-3.327396,-0.8608854,-0.060425635,-0.76787794,1.870562,0.21322618,0.12728512,-2.3508778,-0.4924335,0.04114313,-1.1657475,2.9459085,0.8319617,-4.3935313,-0.2165064,-0.7821618,0.8903023,-1.3563708,-1.4337021,-0.7999766,2.6799123,-1.7789122,-1.8916211,-2.230178,-0.69225615,-0.059658572,-1.2407752,0.95486486,-0.3053195,-0.7120721,-1.4215513,-1.500035,-2.3609846,0.31474206,-1.1175228,-0.91792893,-1.7918307,-0.23348089,-2.6639552,-2.2984233,-2.4881175,-3.6737204,-0.8844945,1.6238401,-1.4118762,-1.2517959,1.4132704,-1.2484874,1.6979651,1.7688328,1.0378238,-0.46123654,-1.9944273,0.35594964,-1.0611898,-0.18955679,1.4876372,3.6534061,-0.122802,-0.19357602,-1.1282468,-2.3264153,0.5520593,-0.9291961,-1.1263196,0.17538218,-0.28351358,0.32305714,-2.0207152,-2.1905854,-0.036204375,-3.2383652,-1.2553902,0.053732354,-3.0700305,1.0092902,-2.0363417,-1.4894009,-5.5298014,-3.9959056,-4.4706345,-1.9788272,-1.7840528,0.73850185,0.27589756,1.0153055,-0.38978305,1.9628048,-1.7658066,-0.8617397,-0.35206243,-0.8732404,0.31330204,-1.988834,-0.96460474,0.14842854,0.33755234,0.63696957,-1.3610423,-0.19454907,-1.6816429,-0.29509962,-0.46007192,-2.2038698,-0.40329775,-2.1226773,-1.5940082,-2.4443269,-1.3774147,-0.010565235,-0.13533144,-0.09229281,1.4178085,0.9555233,1.4636055,0.4600957,-0.16863759,-1.2928712,-1.4744776,-0.7719239,2.7627735,0.2005763,-1.4229077,-0.2797284,-1.5284286,5.0708437,-0.18997313,0.89591444,0.8928517,0.22860357,0.5191879,-2.8901367,-1.5930212,-3.1987662,-1.3864214,0.13076685,-0.4456102,0.21238077,-0.6268167,-0.9289287,-0.1059053,-1.5459738,0.02201867,-3.517051,-1.9857606,-1.4693606,-1.0536625,-1.1461954,1.0562862,-0.50691926,2.2662146,0.7652566,-0.6865782,0.4707609,-0.22580728,-1.7542123,1.0895574,-2.611142,1.8648664,-2.8583395,-1.6541429,-0.22015774,-0.50810474,-0.3722309,-1.7816719,0.26360625,1.1938689,-3.5472383,1.8116766,-1.3459427,-1.7018421,-0.6641133,-1.0665855,-1.6033581,0.49716473,-0.65359527,0.44865,-0.49175778,1.2137499,1.3120067,0.06837081,1.2562933,-0.55653477,-0.82201207,-1.6128466,0.3873681,0.3039201,0.6264786,0.17818502,1.293259,-1.4655398,-3.5219457,0.6532497,0.5587295,0.5709463,-3.3621368,-1.0539232,-1.1691046,1.051735,-1.4738857,-4.4855003,-3.3022094,-4.899987,-2.4351103,0.69866455,-1.1427538,-1.5768013,-1.7055434,2.033241,-0.43381593,-1.5470077,-0.19759701,-0.77156186,-1.7181048,-0.2506033,-0.56089234,1.0786341,-0.82353306,0.93813455,-1.7521249,2.1855054,0.5858388,0.91754436,-0.48364547,-3.4160967,-1.9626808,-1.8664169,-0.12599197,-0.3569176,-0.0015232874,-1.111887,-1.8592994,-0.84842867,-3.1103742,-1.8667789,0.1877941,-2.1087956,-0.12419192,-1.8127117,-1.3225068,-3.8350317,-2.4510803,-0.4703194,-1.7103528,-1.4390385,0.034042276,-0.22692391,1.2701107,-2.7013881,-0.15546706,-0.7964477,-2.1029015,-1.2085338,-2.67427,-3.113371,-1.9461392,-1.6066623,0.048012406,-0.3138498,3.2963283,-1.2948222,2.027301,0.23683138,-1.6146326,-0.1769146,1.6183609,-3.384664,-1.4775096,0.49192762,1.195351,0.31861332,-2.4017382,-3.246819,-1.4973344,-2.3728256,-0.84849197,-0.93956333,-2.2197714,-0.470327,-1.0158837,0.28785127,-0.45607632,-0.7117905,0.05855862,1.5944027,0.15558814,-0.24495922,-0.9119669,-0.369391,-0.6611799,-0.71020204,-2.3464246,0.3497296,-0.8185397,0.3403732,-0.45516315,-0.02408932,0.3645532,-1.0528557,-1.7983093,-0.4297799,-0.47596562,-1.247553,-0.86239254,-1.4012263,-0.042119544,-1.7201786,0.19133686,-1.4060766,-1.9901366,-1.2545455,2.7628248,-3.7452624,-0.12966566,0.7737694,-1.1844897,0.17457795,-1.0917802,-1.6221645,-2.9398034,-1.8719816,-0.39422697,0.3665485,-0.2566923,0.61859447,1.5209961,-0.5925845,0.85315716,0.31740615,-2.1946104,0.81870633,-0.8092418,0.80253595,-0.44936877,-1.3140217,-2.0704894,0.50329554,-0.9113783,-0.22812083,-0.46547672,-1.6151485,-0.54265296,-0.9041192,-0.17490605,0.19194826,2.5316682,0.82646066,0.41021904,-1.3973417,-0.79739773,-1.4404963,-1.9196476,-0.44326475,0.011726655,-1.2878318,-0.30316222,0.7649078,-1.8626263,0.021430697,0.008938514,-2.1646676,1.3008356,-2.24166,-0.712859,0.42598873,1.4109958,-0.4087945,1.4690851,0.73414516,-0.5317933,-0.50937045,0.09770395,-0.055658657,-1.458956,1.5000712,1.7343062,-0.31435657,-2.3991246,-2.2366157,-1.766977,-3.242272,-1.4418586,-0.38106707,-0.79081875,-1.0803989,-1.5905626,-0.48675314,-2.5806096,-1.9645739,-1.3090744,-2.6884873,-2.001384,-0.2862025,-0.07780099,-2.3842413,0.18313165,0.3505949,-0.60368395,0.5446452,-2.3673978,-0.6489769,-1.8603741,-1.113934,-1.366827,1.0399941,-2.0020828,0.20739876,0.030186435,-0.116746105,-0.36643198,0.43063846,-0.95327747,-1.486456,-2.302144,-0.7013099,-1.0997376,-1.4000565,-0.74302197,0.15572162,1.1146755,1.5695105,-1.903139,-1.5757877,0.13031006,-3.5182896,-1.2471414,-3.5409942,0.13049182,-2.401608,-1.9349381,-1.4714702,0.44861445,0.49361503,1.050801,-0.432409,0.0076641873,-0.29206297,-0.27821895,-0.56998247,1.1681383,-2.830216,1.1515882,-0.03030533,-0.3163177,0.016683832,1.628839,-2.3842313,-1.4189713,0.057853036,-0.018946948,1.1483155,0.12184397,-1.7040772,-0.10087138,-1.8304992,2.4352195,1.3177872,-1.545844,1.0211082,-2.2964308,-2.0555966,0.5714108,-1.469689,0.21456283,1.0446371,0.94029135,-1.1815833,-0.36851117,-1.1023666,2.122162,-0.22347105,-1.3581426,-0.8786534,-2.9832647,-0.88060546,-1.105464,-0.46086136,-2.5519776,-2.8540084,0.584868,0.5533606,0.047955334,2.4093547,1.3677257,-0.05838091,-0.588513,-2.2500763,-0.6729143,0.4242794,-2.095747,-0.58735526,-0.6052688,-0.32073647,-1.8623635,-0.39759752,-1.2994076,0.5619129,-1.3145891,-0.8582613,-0.48353356,-1.5111197,0.6498077,0.29195097,1.6153661,-0.054815248,-0.93465596,0.093321934,-1.6731819,0.855487,-3.485083,-1.5679333,-2.201021,-0.96606916,-1.3448077,-2.434163,-1.0837666,2.9817998,-0.83879405,-3.4176307,-0.785825,-0.63978356,-1.7471932,-2.398399,2.126047,-2.0077965,-1.497823,-0.815438,-0.66443664,-2.4724045,2.708427,-2.056901,1.2231611,-0.14193498,-0.96925193,-0.39070067,-0.5866164,1.2156785,-0.7981388,1.3903235,-0.898256,-1.1666113,-1.5337375,0.88486135,-0.59625787,-2.1608555,-0.18186815,-0.45674136,-2.0107205,-2.9618642,-2.891874,-0.87568957,-0.11284791,-2.9060476,-0.2728615,-1.3056948,-0.52298754,-0.74805963,-1.0401657,-2.4770873,0.7372699,-1.0776995,-0.6922054,2.3725777,0.34353822,-0.24418564,-2.9006763,-0.52158487,-0.5709353,0.60642207,-0.25892523,-0.46177965,-0.066964954,-0.72037363,-0.6313912,-0.049678273,-1.4808447,-1.4651878,0.024762278,-0.80423653,-1.3384362,-1.5090564,0.25801912,0.52423716,0.3366074,-1.8977549,-0.11546905,-1.178936,0.13459305,-1.9648664,2.276268,0.5119972,-1.0702609,-1.1405684,-1.0998602,0.66340685,1.5142335,-0.22227208,0.41289753,-0.8216414,-0.72329205,0.7024953,1.9816538,-1.1028329,-1.3286403,0.48364994,0.2860241,0.4319229,-0.8935771,1.8052851,-1.0067396,-3.7770944,0.82210344,-1.7070324,-1.9967672,0.11783894,0.96180964,0.28619036,-0.8255128,-0.23642972,-0.6934623,-1.4442137,-1.7047433,-0.05372657,-0.68318653,-0.3540637,0.8823243,-0.021384273,-0.6964253,-0.61477935,-0.13541113
-0.10964183,-1.7823973,-0.9104284,1.0004224,0.62440896,2.1149201,1.592259,0.5062867,-0.5634981,0.2001869,-0.26251987,0.2157567,3.2984953,0.63111347,-3.5095248,2.137145,-1.9651622,1.2982737,-0.3756966,-1.0588924,-1.3674103,-0.19760904,-0.9667576,-0.6824366,-0.649684,-0.9413492,0.68735707,0.458153,1.0794567,-0.15715724,-0.17972764,0.45304242,-1.2440697,-4.2346,0.35697317,1.7783759,-2.2951968,-1.7210969,0.5791961,-0.7532769,-0.5336216,0.357887,-2.3192992,-0.1494908,1.884187,0.7579938,-1.0469688,0.09899442,-1.2326897,3.2117145,2.943295,1.0888314,-0.41537875,-1.5769173,0.84865755,-0.4782773,-1.3128661,0.35599464,0.6018129,0.2445997,1.1732111,-0.021087922,-1.3068688,0.56504846,-1.0673212,0.12963744,0.84561974,-0.58897215,0.14316882,-0.98480654,-1.5486656,-0.84136766,-1.7167641,1.2105744,0.81688285,-1.7650044,1.3209152,0.023186972,-1.8764873,-2.0584464,-1.0780566,-0.53804976,-1.219717,-2.0708594,0.69978935,-1.0186785,0.098415524,-1.578356,2.2074137,-0.73429537,0.6213067,-0.05677939,-1.8511915,1.0259604,-1.7751733,-1.6578667,0.37173304,0.050857242,1.7445995,-0.33146715,0.19042952,-2.4359362,0.34573743,-0.45376205,-1.6768066,-0.75401735,-3.0084996,-1.379818,-1.339098,-0.274003,1.7833987,-0.78743595,0.10972492,1.558408,0.25422192,0.56345695,0.7806599,0.12909867,0.33933654,0.32858744,0.28529945,2.2666125,-0.9695435,-0.6927516,0.23270555,-0.21195877,3.4641287,-0.21995446,2.5209417,1.4749851,1.7569567,0.30631033,-1.4549428,0.58748233,-0.7008783,-2.1320748,0.6020666,0.44215378,1.1555055,-0.07949892,0.86244005,0.16126247,-1.7808946,-0.23319986,-2.2840707,-0.4443991,-1.2152135,0.4172207,0.20569019,0.7952076,-0.8977992,2.2382858,0.70980746,0.8143801,-0.12243342,-1.1742492,-0.93386376,2.9998856,-0.7470974,1.9613589,-2.3064854,-0.8073536,-0.29896095,-0.93503416,0.39993492,-1.7923568,-0.29023984,1.7047652,-4.206527,0.86631185,0.8042458,-0.55649763,-0.7127168,-0.084171385,-0.7000629,0.13502479,1.5557011,0.0112980595,-1.3949547,-0.097851485,-0.23393434,0.9591634,1.4003329,1.4651884,0.29899448,-0.013851589,0.266465,-0.12824018,-0.2179724,2.320194,1.2366308,1.3306892,-0.26547885,-0.2542456,0.05591275,0.46586815,-1.3334811,1.2013429,-0.8109447,1.5517923,-1.2279434,-1.800853,-2.2745233,-1.4417557,0.5704152,0.95658046,0.72444195,0.038580988,0.35767743,1.9887121,-0.6141385,-2.1364224,-0.43013576,-1.1115558,-2.1562247,2.5053115,-1.1360934,1.0588058,1.4229091,0.55129194,-0.37802982,3.1194067,-0.21387517,1.4326419,-0.3165829,-0.43748018,-0.8128155,-0.933758,0.4570462,-1.589684,0.37406188,-0.5865215,0.007400072,0.31245476,-2.4081535,0.3861517,0.052675653,-2.5204713,-1.488386,0.021802595,-2.0724974,-3.755102,-0.9225659,-0.21837536,-0.9438126,-0.57440084,-0.14248386,0.04423936,1.6248269,-1.9321061,-0.52946526,-0.42175022,0.45306954,-0.37204942,-0.680718,1.4142537,0.9391492,-0.60246414,-0.18520017,-0.9312901,2.221395,0.83864784,3.60309,0.016943807,-0.70506066,0.009408015,0.6495114,-3.6751075,-0.08684439,1.7601489,1.2694786,1.4461819,-0.36083153,-1.8825399,-1.3365294,-0.6903845,-0.8075027,-0.20713757,-1.8328581,2.0452757,-1.2944883,0.08001797,-0.69512045,0.048404492,-0.31196204,0.26039317,0.099510185,-1.7620136,1.745061,-0.49007013,1.1811942,0.2761369,0.44682765,0.54485744,-0.15195633,-0.42725104,0.32860577,0.6801543,0.9436128,0.10820924,-1.4403269,-1.1310251,-0.2755007,-0.6534551,-0.7577189,-1.4237784,-0.8119739,-2.0575771,-0.9246968,0.059464872,-2.71623,-0.45504072,1.4624256,-2.148099,1.7293737,0.1598996,-0.8972277,1.6418071,-0.15908617,-0.7105833,-0.7662979,-1.1912583,0.07840035,1.5139666,-1.5143288,0.53671503,1.0261304,-0.9385659,0.28884658,0.9844164,-1.1285542,1.6665897,-1.2073727,0.594631,-0.4187541,-0.39114353,-2.3993216,1.4177173,1.0450515,-0.24705365,0.1508441,-2.0492103,0.2239846,-0.29110998,-2.0002794,0.9618981,1.8040067,0.45671016,1.8349965,0.019346453,0.39078015,-1.8685821,-1.9331404,-0.41926163,2.2758346,0.45977724,0.27459824,0.7097333,-0.9155058,0.13618857,0.9211525,-0.5303727,0.99419546,-3.402176,0.4255528,1.1951735,3.6122394,-0.45143178,1.9242657,2.043854,-0.5667987,-0.26650602,-0.6495478,0.99522,-1.0460217,0.69412184,-0.16820516,0.5248251,0.019793833,-0.84378785,-0.91482383,-2.2198875,-0.40762547,0.10329989,-0.6904529,-0.36855623,-0.28097326,0.7204119,-2.5161743,-0.17828628,1.7419854,-0.8571206,0.44637048,0.8124929,1.6415646,-0.43782586,0.26933092,1.2820617,0.09005948,1.4239085,0.65998924,-0.0469563,-1.4628547,0.5464761,0.501759,0.060578376,-1.7098299,1.4712956,-1.0549841,-0.009527464,1.1951771,-0.117238514,0.49500382,-1.7470624,-0.25154474,0.30235624,-0.4697002,-0.51310205,0.003972865,2.396085,1.3524498,1.1602765,-1.2306857,-0.9571291,-0.9231951,-2.3648267,0.71518034,-2.1942801,0.07634578,-0.98993754,-0.66448647,-0.19555166,0.5995919,-0.27425015,0.5648123,-1.1479816,-1.0588186,-0.3143357,0.1406966,-0.7686911,-0.87896943,-3.1236527,0.8187465,1.1391795,-0.4957503,0.2924489,1.9360526,-1.0105793,0.07982222,-0.47874972,-0.4848269,1.6636349,-0.057877753,0.60031736,1.2341098,-1.212336,1.7122464,0.13022253,0.8802299,0.5300967,-2.9193804,-2.190197,0.48072037,-1.4209138,-1.1333766,0.34003466,1.1958854,0.9976725,-0.439957,-0.06061229,3.6537573,-1.00972,0.30177188,-0.45513588,-1.9830996,0.003372971,0.2789051,0.36592597,-3.305771,-2.8323576,0.8558459,0.14774638,-0.80167085,2.2494664,0.65618134,2.042967,-0.095575824,0.3087644,0.05207369,0.42095864,-1.1210067,-0.15624186,0.3759076,0.29659835,-1.0348634,0.603791,-0.83618385,-0.656653,-1.2646954,-0.698687,0.21586958,-0.5111516,-0.53713286,1.7265496,1.2494735,0.07312109,0.55850524,-0.057745963,0.5084812,0.78412765,-1.2604035,-1.6392471,0.5520332,0.14321059,-0.065539084,-2.109371,0.696271,3.7717137,-0.7681113,-2.331411,0.07647461,1.2009789,0.3873572,-1.231566,4.634144,0.038956366,-0.31085706,0.42022863,-0.35621986,-0.94787097,1.0059317,-0.4308143,2.5819352,-0.128915,-0.87014127,-0.34005788,1.673435,1.1559751,-0.93604046,-0.40545878,0.59736156,0.72403294,0.5964797,0.37116253,1.4851376,-0.41782174,-1.7875663,0.6209302,-0.5241972,0.3796073,-2.1217363,-1.1608286,0.37759587,-0.6594286,0.21539354,-1.1762792,0.19024262,1.5344262,-1.0265976,-1.2917291,-0.0664942,-0.41472942,0.12331935,1.3487513,-0.12283852,0.83561444,-1.6403673,-0.5284561,1.6627427,0.67511404,0.8711884,-0.93822366,-0.5533317,-1.8953732,0.4376699,0.773424,0.5582721,-1.6737752,0.018987829,1.5233134,-0.0682502,-0.5327407,-0.50051695,0.14081113,-1.0504214,-2.9617927,-1.2638576,-0.044359293,1.7495054,-2.391543,3.0027277,-0.147887,-0.4024434,-1.3182368,0.81271595,1.6863643,2.0901453,-0.906532,0.07493592,-2.1342807,-0.4354908,-0.8842674,1.4509621,-0.7781747,-1.101401,0.70722103,-0.02379864,1.4404286,-1.0177974,1.2379891,-0.5993118,-1.5297898,-0.29290408,-0.8352849,-0.70068455,-0.32405484,0.8292698,1.126794,-1.937054,-0.54027057,-0.5571914,-1.2942867,-0.4985778,0.5749293,-0.78746295,0.0056988834,1.4030586,1.4460769,-0.35154667,-1.1965134,-1.313255
