gene_name,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ASCL1,1.0066345930099487,0.3141258599846775,622.7232,-0.1898763488175049,0.09336041412407643,-2.983123984709709,0.0028532238604473507,0.17430101265314224
ESRRG,-1.8705612421035767,0.06142444120478677,412.02344,-0.6008489154586386,0.18588479460523333,-3.9677866864191853,7.254322037071624e-05,0.018148471369251726
MED1,3.1553196907043457,0.0016062387423186326,1017.3499,-0.16650082958313667,0.07003896368564645,-3.1657957034148207,0.0015465937475587176,0.12762232489671702
NCOA1,0.2474450170993805,0.8045670620983821,1068.1349,-0.11920482453609986,0.044967720285568946,-3.253445911259269,0.0011401442856210304,0.10957203710776255
POU3F1,-0.28990495204925537,0.771892767230633,26.463654,-0.14426950408889636,0.2150509680165933,-3.744957607683457,0.00018042423828832686,0.030909417605025215
PPARG,-0.40104904770851135,0.6883894505192703,61.827667,-0.41314109755939044,0.2290397611037861,-2.9956521740653983,0.002738586181444522,0.16993250710924063
