Gene stable ID,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene name
ENSG00000106546,-3.3273959159851074,0.0008787556904178237,1308.5796,-2.6675745258198096,0.36741785463934873,-7.260329056241038,3.861497741851546e-13,2.1226031283863034e-12,AHR
ENSG00000116017,-2.3508777618408203,0.018742245275963503,2688.694,-1.362201733122784,0.13472518030565814,-10.11096611659591,4.9394751480744894e-24,4.993870189034817e-23,ARID3A
ENSG00000183734,-4.393531322479248,1.1230027682169365e-05,1821.348,-2.7507067712922417,0.20035740702558072,-13.728999651812444,6.8066815615144004e-43,1.4393356246172297e-41,ASCL2
ENSG00000245848,-2.4881174564361572,0.012853057491986704,449.04724,-3.179913423085505,0.21332317737543743,-14.906553812898757,2.987802719241821e-50,8.073621936583796e-49,CEBPA
ENSG00000172216,-3.673720359802246,0.00023988818082327284,671.9903,-0.5093671348920341,0.1951032193923637,-2.6107572006162942,0.009034200924006358,0.01710884354359231,CEBPB
ENSG00000175029,3.6534061431884766,0.0002596791129096388,2199.7732,0.6291302685162226,0.16111519988949485,3.904847394583058,9.428486301227268e-05,0.00024359807029966833,CTBP2
ENSG00000101412,-5.529801368713379,3.260279315393801e-08,282.0021,-3.079476096443748,0.30597395587879705,-10.06450397910205,7.928598259332621e-24,7.956049617867989e-23,E2F1
ENSG00000111206,-3.5170509815216064,0.0004376783531086268,246.40477,-3.1693096530378413,0.2962341359590268,-10.698664564019724,1.0325556213240744e-26,1.1615072023433138e-25,FOXM1
ENSG00000141448,-2.858339548110962,0.004264595094460534,435.7345,-1.270450141387853,0.18266546117651958,-6.955064921442088,3.5239971451104178e-12,1.806736101348494e-11,GATA6
ENSG00000135100,-4.485500335693359,7.329113598697478e-06,646.3071,-0.6848507076847096,0.1853660864422222,-3.6945847044042472,0.0002202464653560488,0.000541134143023231,HNF1A
ENSG00000101076,-4.89998722076416,9.68580048841162e-07,1281.8402,-1.9831546628242764,0.08545861685658768,-23.20602340372892,3.9582948209123987e-119,5.0437548058539794e-117,HNF4A
