Gene stable ID,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene name
ENSG00000284774,2.1855053901672363,0.028867446632882973,2184.1738,0.5197659384178727,0.073056325131722,7.1145918916770645,1.122444651322769e-12,5.974380407346722e-12,HSF1
ENSG00000185122,2.1855053901672363,0.028867446632882973,2184.1738,0.5197659384178727,0.073056325131722,7.1145918916770645,1.122444651322769e-12,5.974380407346722e-12,HSF1
ENSG00000115738,-1.9626808166503906,0.04970199648812184,423.78613,-1.6343270154497722,0.3523084956614131,-4.638908898241404,3.5025339417258633e-06,1.0683234459894756e-05,ID2
ENSG00000117595,-2.108795642852783,0.034978998105468145,1179.6552,-0.790303618947313,0.11159156872779277,-7.082108692952549,1.4197722449841317e-12,7.50559855261461e-12,IRF6
ENSG00000170549,-3.835031747817993,0.00012606911200888755,180.07323,-2.8592951367958226,0.30293652598284815,-9.438594859167667,3.778117531469245e-21,3.3142050583173237e-20,IRX1
ENSG00000016082,-2.451080322265625,0.014254311053815548,2640.8052,-2.689910049089278,0.30621297544134635,-8.784441760550143,1.5714297054555716e-18,1.199757359315021e-17,ISL1
ENSG00000118922,2.027301073074341,0.0426495356512894,1104.2437,0.9473430770738966,0.25758876411103426,3.677734470846493,0.00023531473377433999,0.0005757634629893261,KLF12
ENSG00000119138,-2.401738166809082,0.016329644660991103,461.69827,-1.3138454920882503,0.17188368092740636,-7.643805886628306,2.1089327256947723e-14,1.256434285308119e-13,KLF9
ENSG00000057935,2.762824773788452,0.005737434481157635,1300.674,0.698482207141197,0.0643884143362218,10.847948568726666,2.039514350925226e-27,2.3737056394508478e-26,MTA3
ENSG00000134323,-2.9398033618927,0.003289288232793565,414.07324,-2.9216427039207957,0.1720766730879334,-16.978726119535093,1.1801998854100969e-64,4.8056568887731795e-63,MYCN
ENSG00000186416,-2.1646676063537598,0.030429099604461333,272.722,-0.6175929906069176,0.21238090456867473,-2.90794971356389,0.003638068334278433,0.00742123765511586,NKRF
ENSG00000125820,-2.2416601181030273,0.024998119697696792,1854.4121,-1.094281743515097,0.1579722067941622,-6.927052332319104,4.296996612928226e-12,2.192402724739113e-11,NKX2-2
ENSG00000160113,-2.5806095600128174,0.009872154805324987,2233.2751,-0.8379483602950872,0.07908458853153826,-10.595596131361555,3.12344545995693e-26,3.453077587406387e-25,NR2F6
ENSG00000113580,-1.964573860168457,0.04948227998064478,4194.693,-1.2952633904981803,0.1571094444734858,-8.24433817355119,1.6607685035336122e-16,1.1275984956697438e-15,NR3C1
ENSG00000186951,-2.8302159309387207,0.004657931380454441,2061.35,-1.1436789343403884,0.3056822098616773,-3.741398411304042,0.00018299914877738891,0.00045475965334206215,PPARA
ENSG00000139687,2.4352195262908936,0.01489449731247007,1740.5585,0.5855209214836063,0.0941997349683279,6.215738522836309,5.108380946996261e-10,2.2221006114641474e-09,RB1
ENSG00000165821,-2.983264684677124,0.002856568136954622,1367.0973,-1.0545013903518472,0.06399204321417493,-16.47863292663647,5.22530863433665e-61,1.8837874859543907e-59,SALL2
ENSG00000260428,-2.854008436203003,0.004323138065140074,83.3939,-1.4211510276360697,0.2944416065327279,-4.826597179560306,1.38885638209571e-06,4.440555090581158e-06,SCX
ENSG00000072310,-2.4341630935668945,0.014938024154318342,3605.1047,-1.30164666742351,0.15193450355064808,-8.567156485225885,1.0607170419802873e-17,7.719575872728029e-17,SREBF1
ENSG00000112658,2.981799840927124,0.0028702624917607924,1358.5952,0.7635060823454796,0.0899410218385717,8.488963842503798,2.0848757187679094e-17,1.491604453006218e-16,SRF
ENSG00000184895,-3.417630672454834,0.0006333895859538452,48.982235,-1.095115628194566,0.3596406992515458,-3.045026968509485,0.0023265944654159614,0.004903663595225057,SRY
ENSG00000138378,2.126046895980835,0.03351587755741118,163.85194,1.6851184816327678,0.17981292242291935,9.371509338296471,7.150260546130078e-21,6.19144704934673e-20,STAT4
ENSG00000147133,2.7084269523620605,0.006768078217255094,907.0622,0.5498681254949515,0.14062850748159425,3.9100758113849663,9.226715825597845e-05,0.0002388442847953796,TAF1
ENSG00000114126,-2.4770872592926025,0.013257045985618733,1307.7802,-1.201233281941872,0.08022913320106866,-14.972532221323707,1.1101257742537648e-50,3.038660938749055e-49,TFDP2
ENSG00000151090,-2.9006762504577637,0.003729071892530322,43.019253,-2.319404059891402,0.357262042109425,-6.492164816045576,8.461161712819004e-11,3.930371818893077e-10,THRB
ENSG00000060138,2.2762680053710938,0.02284420637510662,574.2886,1.086187332509805,0.22945089618086864,4.733855263104307,2.2029484638822016e-06,6.8782807867855555e-06,YBX3
