,AHR,ASCL1,E2F1,E2F2,FHL2,FOXM1,FOXO1,GLIS3,HIF1A,HLF,HMGB2,HNF1B,IRF2,IRF8,ISL1,LMO2,MXI1,NEUROD1,NFKB1,NKX6-3,NR1D1,NR2F2,NR3C1,PITX1,PPARGC1B,SOX5,SRY,THRB,TSC22D1,YBX3,ZBTB17
40,"{-2.2659413555579664, 'NAT1'}",,"{'ASF1B', -1.5645469128355076}",,,"{-0.29983061882002526, 'NEDD4'}","{-0.23046275881960032, 'ADM'}",,"{'CITED2', -1.4185657463244281}",,,,,,,,,,"{-1.1626409574578687, 'BIRC5'}",,,,"{'BRCA1', -1.0051315392235045}",,,,,,,,
41,"{'APOA1', -2.875022123446904}",,"{-0.3667808751443842, 'KLF6'}",,,"{-0.37841220109092877, 'CTNNB1'}","{'ASPM', -1.5783429440500811}",,"{-0.6169835464099351, 'CASP3'}",,,,,,,,,,"{'DNMT1', -0.2429134619526872}",,,,"{-2.2659413555579664, 'NAT1'}",,,,,,,,
42,"{-0.374781093289558, 'ABCB6'}",,"{-0.9822606912129589, 'FOXO1'}",,,"{-0.6330655480095496, 'CCNE2'}","{-0.28686854625446573, 'ATP8A1'}",,"{-0.6525031933102953, 'RUNX1T1'}",,,,,,,,,,"{-0.09600135322184787, 'FOXO3'}",,,,"{-0.01303403939078226, 'H6PD'}",,,,,,,,
43,"{'STC2', -0.3807312459002354}",,"{-0.09600135322184787, 'FOXO3'}",,,"{-0.39130711068091706, 'FOXA3'}","{'B4GALT3', -0.27698695063104695}",,"{'LIFR', -1.0017183558194769}",,,,,,,,,,"{-0.5371383554242839, 'RYK'}",,,,"{-0.7252143052927009, 'TERF1'}",,,,,,,,
44,"{'MT2A', -1.70979286768823}",,"{-0.2553763234500067, 'DUSP1'}",,,"{'SOD2', -0.13316397911285277}","{-0.04484053139837796, 'BCL2L13'}",,"{-0.5289392983384028, 'ABCB1'}",,,,,,,,,,"{-0.032012694337425644, 'CDK4'}",,,,"{'MT2A', -1.70979286768823}",,,,,,,,
45,"{'JUN', -0.08547504278974608}",,"{-0.17601868112290806, 'HINFP'}",,,"{-0.8643215899965911, 'FOXM1'}","{-0.36212172988909486, 'BCL2L2'}",,"{-0.10015024695090091, 'CDC25A'}",,,,,,,,,,"{-0.05401879080673344, 'MCL1'}",,,,"{-0.02870371236611719, 'SP3'}",,,,,,,,
46,"{-1.9890888762572914, 'CDKN1A'}",,"{-0.01954951494403689, 'ERCC5'}",,,"{-0.8422961511719429, 'RHOC'}","{-0.6142399763427676, 'BID'}",,"{'SIM1', -1.469318381510766}",,,,,,,,,,"{-0.33314144535876655, 'CXCL14'}",,,,"{-0.9126143585334601, 'KCNA3'}",,,,,,,,
47,"{-0.885043930073615, 'PAH'}",,"{-0.009864272790700249, 'PMAIP1'}",,,,"{-0.031350744067147565, 'CASP2'}",,"{-0.7117763097803933, 'SAT1'}",,,,,,,,,,"{'AGT', -3.5232222229026804}",,,,"{'PPARG', -1.5560857184531618}",,,,,,,,
48,"{'ISL1', -2.897739379894155}",,"{'DTL', -1.3422264958618182}",,,,"{-0.6169835464099351, 'CASP3'}",,"{-0.7616389281586551, 'APLN'}",,,,,,,,,,"{-0.5899406269089474, 'EGR1'}",,,,"{-0.8083542835009051, 'CYP1A1'}",,,,,,,,
49,"{-0.10238147498879006, 'APP'}",,"{'CTNND2', -1.1728816403164253}",,,,"{-0.6832405430543347, 'CCNB1'}",,"{-0.009864272790700249, 'PMAIP1'}",,,,,,,,,,"{-0.044855403028315186, 'MCAT'}",,,,"{'INSR', -1.4354399879088946}",,,,,,,,
50,"{-0.452549303073021, 'PCNA'}",,"{-0.02870371236611719, 'SP3'}",,,,"{-1.3409236333368324, 'CCNB2'}",,"{-0.9738864254614887, 'CHKA'}",,,,,,,,,,"{'BRCA2', -1.5048100102040811}",,,,"{'SST', -2.082678886904063}",,,,,,,,
51,"{-0.2577532046563641, 'RFC3'}",,"{-0.6305681905386796, 'XRCC1'}",,,,"{-0.6016180280217382, 'NOCT'}",,"{'DIO3', -3.0452480234241914}",,,,,,,,,,"{'CD74', -1.477672426689627}",,,,"{'GLUL', -1.6902791615293757}",,,,,,,,
52,"{'AFMID', -0.8476073678900814}",,"{-0.6619976380104261, 'PLK4'}",,,,"{'CDK1', -1.4328767212713374}",,"{-0.3121669229477642, 'MT1A'}",,,,,,,,,,"{'COL1A2', -3.101032318462354}",,,,"{-0.17889156425681937, 'MPG'}",,,,,,,,
53,"{'TDO2', -3.071282328120444}",,"{-0.7783693292389559, 'KIF2C'}",,,,"{'CDKN2B', -2.3210925693200615}",,"{'STC2', -0.3807312459002354}",,,,,,,,,,"{-0.7608307545485035, 'NQO1'}",,,,"{-4.618012396235057, 'PTHLH'}",,,,,,,,
54,"{-0.5730796558725488, 'TNFSF13B'}",,"{'DBF4', -0.11491701392565154}",,,,"{'CITED2', -1.4185657463244281}",,"{-0.15366086129149065, 'PGF'}",,,,,,,,,,"{-0.3196892612902574, 'IRF7'}",,,,"{-0.3121669229477642, 'MT1A'}",,,,,,,,
55,"{-2.135584466911729, 'HRK'}",,"{-0.057841465009787395, 'EIF2AK2'}",,,,"{'COL4A2', -0.3141758808386468}",,"{-0.4112035122814028, 'HGFAC'}",,,,,,,,,,"{-0.07872267463594235, 'HDAC1'}",,,,"{-0.5503271119384563, 'BAX'}",,,,,,,,
56,"{'CYP2C8', -2.5286911771269054}",,"{-0.0004776261006761848, 'PDK4'}",,,,"{-0.25044924800273755, 'DAAM1'}",,"{-0.5167663087519908, 'AURKA'}",,,,,,,,,,"{-0.5289392983384028, 'ABCB1'}",,,,"{-0.032012694337425644, 'CDK4'}",,,,,,,,
57,"{'MMP2', -1.6182426625642214}",,"{-0.10179900712091305, 'HSPA5'}",,,,"{-0.2578434851100522, 'ELK3'}",,"{-2.0239920037346084, 'IGF2'}",,,,,,,,,,"{-0.379899444932391, 'ADORA2A'}",,,,"{'CDK6', -2.6752087215436955}",,,,,,,,
58,"{'ABCC2', -0.062008686760192826}",,"{-0.18368398389738455, 'DUT'}",,,,"{-0.0006357263828406238, 'ELOVL5'}",,"{-0.5593148802404795, 'STC1'}",,,,,,,,,,"{-0.1324610283495927, 'AKT1'}",,,,"{-0.1490742441583715, 'ELK1'}",,,,,,,,
59,"{-0.6702173983135586, 'ABCC5'}",,"{-0.796000897768117, 'KIF23'}",,,,"{'FBN1', -2.599935651957665}",,"{'CHRNA3', -0.16223071501409517}",,,,,,,,,,"{-0.06485919158796324, 'ALOX5'}",,,,"{-0.5147059368143357, 'ETS1'}",,,,,,,,
60,"{'CDH1', -0.13453799437180528}",,"{'RACGAP1', -1.494671786146922}",,,,"{-0.5686856018788269, 'GPAM'}",,"{-0.6215221556288612, 'ANG'}",,,,,,,,,,"{-0.1387553587012319, 'AMH'}",,,,"{'NFKB1', -0.8380895397503864}",,,,,,,,
61,"{-0.19805727677988444, 'SLC2A1'}",,"{-0.5899406269089474, 'EGR1'}",,,,"{-0.06792284179658135, 'GPD2'}",,"{-0.8643215899965911, 'FOXM1'}",,,,,,,,,,"{-0.8721280777604079, 'ATF3'}",,,,"{'RPS6KA3', -1.1841973953258413}",,,,,,,,
62,"{-4.240764280904529, 'TGFB2'}",,"{-2.0791875773230344, 'FGFR1'}",,,,"{'ID2', -1.1018646271616863}",,"{-0.17205175996304586, 'SLC29A2'}",,,,,,,,,,"{-1.478292323546769, 'B2M'}",,,,"{-0.013419515418960082, 'SRF'}",,,,,,,,
63,"{-0.5574206138108146, 'TFDP2'}",,"{-0.24239323226349815, 'CDAN1'}",,,,"{'JUN', -0.08547504278974608}",,"{-0.4190829803163036, 'RPS6KB1'}",,,,,,,,,,"{'BTG2', -1.0275953806799303}",,,,"{-0.2354308979550796, 'STAT1'}",,,,,,,,
64,"{'SLC7A5', -0.1623423529729019}",,"{-0.35298983310300835, 'XPC'}",,,,"{-0.08739536929985889, 'LPIN2'}",,"{-0.6003471357885344, 'GRIN1'}",,,,,,,,,,"{-0.26331919542487825, 'CARD8'}",,,,"{-0.25346509484045104, 'SLC19A2'}",,,,,,,,
65,,,"{-0.3338311587879174, 'HIC1'}",,,,"{-0.7054642427991668, 'LTBR'}",,"{-0.10238147498879006, 'APP'}",,,,,,,,,,"{'CARM1', -0.3818427419087567}",,,,"{-0.14653426294920555, 'KLF9'}",,,,,,,,
66,,,"{-0.3041276942367029, 'KCNJ11'}",,,,"{-0.9105459673272082, 'MCM5'}",,"{-0.23000021464797543, 'RPSA'}",,,,,,,,,,"{-0.6169835464099351, 'CASP3'}",,,,"{'CEBPA', -1.1947763939961604}",,,,,,,,
67,,,"{'INSR', -1.4354399879088946}",,,,"{'NEK2', -1.5095181296376956}",,"{'MUC1', -0.903232927219477}",,,,,,,,,,"{-0.6832405430543347, 'CCNB1'}",,,,"{-0.10324927933205362, 'PER1'}",,,,,,,,
68,,,"{-0.8454145163887268, 'ID4'}",,,,"{-0.055478068254605, 'NPC1'}",,"{'AGT', -3.5232222229026804}",,,,,,,,,,"{'CCND2', -1.8219869883372761}",,,,"{-0.5383482107365695, 'TIMELESS'}",,,,,,,,
69,,,"{'PTTG1', -1.7785786906236787}",,,,"{-0.35764776918170604, 'PBX1'}",,"{'PNMT', -1.0640454192809847}",,,,,,,,,,"{-0.8858751352102612, 'CD83'}",,,,"{-0.6177117843044458, 'PER2'}",,,,,,,,
70,,,"{'DLK1', -2.188771805202694}",,,,"{-0.595676886422821, 'PHLPP1'}",,"{-0.3048845415034118, 'DNASE1'}",,,,,,,,,,"{'CDH1', -0.13453799437180528}",,,,"{-0.8939850941429694, 'NR2F2'}",,,,,,,,
71,,,"{'ELF4', -1.5294872158466746}",,,,"{'PLSCR1', -0.5617121585463647}",,"{-0.7404495929081497, 'ACE'}",,,,,,,,,,"{-1.9890888762572914, 'CDKN1A'}",,,,"{-0.4062557308662434, 'CEBPB'}",,,,,,,,
72,,,"{-0.2861874257382374, 'RASSF1'}",,,,"{-0.6800326562910046, 'PRDX4'}",,"{-0.33090133750242834, 'CAPG'}",,,,,,,,,,"{-1.1139856284952458, 'CEACAM1'}",,,,"{-0.625989315628523, 'NR4A2'}",,,,,,,,
73,,,"{'DDIT3', -0.26345608419552663}",,,,"{'PSMB8', -1.50390146221742}",,"{-0.14426950408889636, 'CD36'}",,,,,,,,,,"{-0.7399337000396524, 'COL1A1'}",,,,"{-0.09600135322184787, 'FOXO3'}",,,,,,,,
74,,,"{'THBS1', -2.994504794127798}",,,,"{'NECTIN3', -1.1324973248521009}",,"{-0.12154238027638647, 'ADM2'}",,,,,,,,,,"{-0.8302962556723105, 'COL2A1'}",,,,"{-0.44798845518560493, 'HNF4A'}",,,,,,,,
75,,,"{-0.27026752377532665, 'TGM1'}",,,,"{'RPS6KA3', -1.1841973953258413}",,"{-0.2938350906265468, 'HIF1AN'}",,,,,,,,,,"{-0.21272614146398963, 'CTSB'}",,,,"{'KLF5', -1.1647180354037299}",,,,,,,,
76,,,"{-0.15261545809697474, 'ECT2'}",,,,"{'SCARB1', -0.1153725495410097}",,"{-0.20025178469091162, 'IKBKB'}",,,,,,,,,,"{'CXCL12', -3.530043128277198}",,,,"{'FKBP5', -1.313929047152594}",,,,,,,,
77,,,"{-0.16569303864590812, 'MMP14'}",,,,"{'SFRP1', -0.08208926423020248}",,"{-0.35298983310300835, 'XPC'}",,,,,,,,,,"{-0.8083542835009051, 'CYP1A1'}",,,,"{-0.9822606912129589, 'FOXO1'}",,,,,,,,
78,,,"{-0.20375277885658843, 'MMP15'}",,,,"{'SMAD4', -0.0846870662731343}",,"{-0.08757707060757274, 'PAK1'}",,,,,,,,,,"{-0.25034940159435926, 'CYP27B1'}",,,,"{-0.5289392983384028, 'ABCB1'}",,,,,,,,
79,,,"{'CDK2', -1.2545364684239344}",,,,"{-0.7142511773519532, 'SPRY2'}",,"{-0.9125208553464925, 'HEY1'}",,,,,,,,,,"{'E2F1', -0.953356894778436}",,,,"{-1.7772565669683984, 'ABCG2'}",,,,,,,,
80,,,"{-0.18674970967865756, 'HMGA1'}",,,,"{-0.06537832728273515, 'SQLE'}",,"{-0.2152167433791356, 'NEDD9'}",,,,,,,,,,"{-0.05749528638969347, 'EPCAM'}",,,,"{'NR3C2', -0.2878904778147083}",,,,,,,,
81,,,"{-0.6169835464099351, 'CASP3'}",,,,"{-0.48469642386894374, 'TAF11'}",,"{'GC', -2.799525686408284}",,,,,,,,,,"{'ERAP1', -0.07166546749874857}",,,,"{'ABCC2', -0.062008686760192826}",,,,,,,,
82,,,"{-0.6832405430543347, 'CCNB1'}",,,,"{'TCF4', -0.34476610843649236}",,"{-0.026526119578753775, 'NEDD8'}",,,,,,,,,,"{-0.47223876762715616, 'F3'}",,,,"{'IRF8', -3.8391732368669946}",,,,,,,,
83,,,"{-0.18244948519991153, 'NRIP1'}",,,,"{'TDO2', -3.071282328120444}",,"{-1.4997440706179286, 'IGFBP3'}",,,,,,,,,,"{-0.9885906166963501, 'FBP1'}",,,,"{-1.4997440706179286, 'IGFBP3'}",,,,,,,,
84,,,"{'ATAD2', -0.5880093729398223}",,,,"{-3.1063652858029007, 'TLE4'}",,"{'GHR', -3.040168119773697}",,,,,,,,,,"{-0.16741641526468676, 'GCLC'}",,,,"{-0.13644234729176186, 'LAD1'}",,,,,,,,
85,,,"{-0.9644933534516406, 'RBM38'}",,,,"{'TMEFF2', -1.6797663156776688}",,"{-0.16421913113731926, 'MAT2A'}",,,,,,,,,,"{-0.14426950408889636, 'GFAP'}",,,,"{-0.250208238047516, 'PRKCG'}",,,,,,,,
86,,,"{-0.8643215899965911, 'FOXM1'}",,,,"{-0.003166686251738443, 'TP53'}",,"{'NRP2', -2.6384682551125205}",,,,,,,,,,"{-0.6003471357885344, 'GRIN1'}",,,,"{'GCH1', -1.382568016324589}",,,,,,,,
87,,,"{-0.021561485187395278, 'CD2AP'}",,,,"{-0.2986104051798198, 'TRADD'}",,"{'SLC8A1', -0.9450159905680263}",,,,,,,,,,"{-0.06149936858544685, 'GSK3A'}",,,,"{-2.8636805849143023, 'TGFBR2'}",,,,,,,,
88,,,"{-0.2892429295173623, 'STMN1'}",,,,"{-0.22205005738351302, 'TRAF1'}",,"{-0.5792632965930552, 'VLDLR'}",,,,,,,,,,"{-0.5092409655166327, 'GSTP1'}",,,,"{-0.19805727677988444, 'SLC2A1'}",,,,,,,,
89,,,"{-0.6650127615767683, 'DOK1'}",,,,"{-0.10304756260410783, 'TRAF6'}",,"{-0.4176913159654845, 'SH3BP2'}",,,,,,,,,,"{-0.023713801089725234, 'HYAL1'}",,,,"{-0.14426950408889636, 'GFAP'}",,,,,,,,
90,,,"{-0.5289392983384028, 'ABCB1'}",,,,"{-0.7446096878250528, 'TSC22D1'}",,"{-0.20375277885658843, 'MMP15'}",,,,,,,,,,"{-0.3466233488540374, 'IRF1'}",,,,"{-0.358344825864866, 'ALOX12'}",,,,,,,,
91,,,"{'FZD1', -1.4582632534161961}",,,,"{'TSPAN7', -1.1726389458883202}",,"{-0.6494875576772747, 'ESRRG'}",,,,,,,,,,"{-0.5924417768546242, 'JUNB'}",,,,"{-0.2719617739843072, 'DHFR'}",,,,,,,,
92,,,"{-0.21446380029805065, 'FMN2'}",,,,"{-0.34872617995919547, 'VASP'}",,"{-0.1056399763990943, 'CTF1'}",,,,,,,,,,"{'LIPE', -0.40003428043731887}",,,,"{-0.34418939123811626, 'HPN'}",,,,,,,,
93,,,"{-0.28430077714810703, 'EI24'}",,,,"{'CA2', -2.6217811417443806}",,"{-0.2000849691278973, 'ZNF267'}",,,,,,,,,,"{-0.18154213891342885, 'MADCAM1'}",,,,"{'LYZ', -1.0164967735128407}",,,,,,,,
94,,,"{-0.6804491486256437, 'PLK1'}",,,,"{'KCNJ8', -3.260137881609005}",,"{-0.06032359008987768, 'CD164'}",,,,,,,,,,"{-0.16421913113731926, 'MAT2A'}",,,,"{-0.0561722538823001, 'SHBG'}",,,,,,,,
95,,,"{-1.7772565669683984, 'ABCG2'}",,,,"{-0.44798845518560493, 'HNF4A'}",,"{-0.31806187402924957, 'MAP3K11'}",,,,,,,,,,"{-0.22617901470263674, 'MIF'}",,,,"{-0.3305596080696436, 'SLC2A3'}",,,,,,,,
96,,,"{-0.47476366627733396, 'HMGN2'}",,,,"{'SOD2', -0.13316397911285277}",,"{-0.2726327641916607, 'ABCC8'}",,,,,,,,,,"{-0.16569303864590812, 'MMP14'}",,,,"{-4.240764280904529, 'TGFB2'}",,,,,,,,
97,,,"{'UHRF1', -1.6739791138489954}",,,,"{'PPARGC1B', -1.5817973369282747}",,"{-0.3305596080696436, 'SLC2A3'}",,,,,,,,,,"{'MMP2', -1.6182426625642214}",,,,"{-0.27026752377532665, 'TGM1'}",,,,,,,,
98,,,"{'DSCC1', -1.5592360819599238}",,,,"{-2.0239920037346084, 'IGF2'}",,"{'BTG2', -1.0275953806799303}",,,,,,,,,,"{-0.2308199349833978, 'NAMPT'}",,,,"{-0.4700842992588475, 'TIMP1'}",,,,,,,,
99,,,"{-0.25034940159435926, 'CYP27B1'}",,,,"{-0.6804491486256437, 'PLK1'}",,"{-0.34872617995919547, 'VASP'}",,,,,,,,,,"{-0.0945079335972771, 'NCOR1'}",,,,"{-0.23046275881960032, 'ADM'}",,,,,,,,
100,,,"{'DCC', -1.406677870546418}",,,,"{-0.04460932928273971, 'SESN3'}",,"{-0.02852818897173697, 'WDR83'}",,,,,,,,,,"{-0.7729905484562137, 'NRF1'}",,,,"{-0.27278788569163637, 'KCNN2'}",,,,,,,,
101,,,"{-0.9126143585334601, 'KCNA3'}",,,,"{'ABCC9', -2.6347391031674046}",,"{'GAST', -3.6265433791771184}",,,,,,,,,,"{-0.33441933626100434, 'OPTN'}",,,,"{'DPAGT1', -0.12462198286811577}",,,,,,,,
102,,,"{-0.5120597343668486, 'MEIS1'}",,,,"{'MMP2', -1.6182426625642214}",,"{-0.17958409429848315, 'BSG'}",,,,,,,,,,"{'PCYT2', -0.5675806436137762}",,,,"{'GLCCI1', -1.0323272879246093}",,,,,,,,
103,,,"{-0.004574450525128732, 'SAFB'}",,,,"{-0.8939850941429694, 'NR2F2'}",,"{'MAPK9', -0.3313323178054698}",,,,,,,,,,"{-0.10593568283999724, 'PDE7A'}",,,,,,,,,,,,
104,,,"{-0.020542840251692375, 'UXT'}",,,,"{-0.33542633452868464, 'NKX3-1'}",,"{-0.6971719895710727, 'CD24'}",,,,,,,,,,"{-0.0004776261006761848, 'PDK4'}",,,,,,,,,,,,
105,,,"{'CBX5', -0.010084298303588273}",,,,"{'INSR', -1.4354399879088946}",,"{-0.32952419360320256, 'IGF2BP1'}",,,,,,,,,,"{-0.7444506311074467, 'POU2F2'}",,,,,,,,,,,,
106,,,"{-0.14326839097197802, 'ALG5'}",,,,"{-0.6215221556288612, 'ANG'}",,"{-0.13933773588370996, 'PRNP'}",,,,,,,,,,"{-0.3201798730011502, 'PROX1'}",,,,,,,,,,,,
107,,,"{-0.14426950408889636, 'CDCA4'}",,,,"{-0.4062557308662434, 'CEBPB'}",,"{'MME', -1.2708764135653465}",,,,,,,,,,"{'PTGER4', -3.01219322984236}",,,,,,,,,,,,
108,,,"{-0.4610863521569428, 'BORA'}",,,,"{-0.1016112754285614, 'GCDH'}",,"{-0.07755887229208891, 'EIF4EBP1'}",,,,,,,,,,"{-0.5597496676440594, 'PTPN6'}",,,,,,,,,,,,
109,,,"{-0.0650713072351274, 'ATG5'}",,,,"{-0.3819827624003381, 'PLTP'}",,"{-0.05401879080673344, 'MCL1'}",,,,,,,,,,"{'REPS2', -1.8365281826699278}",,,,,,,,,,,,
110,,,"{-0.5167663087519908, 'AURKA'}",,,,,,"{-0.3201798730011502, 'PROX1'}",,,,,,,,,,"{-4.257145668168579, 'RGS4'}",,,,,,,,,,,,
111,,,"{'AURKB', -1.906617961317564}",,,,,,"{-0.025572612972285264, 'MAD1L1'}",,,,,,,,,,"{-0.32802355747525563, 'RIPK2'}",,,,,,,,,,,,
112,,,"{-0.4239306382137751, 'CASP7'}",,,,,,"{-0.018058577794693623, 'TIGAR'}",,,,,,,,,,"{'S100A6', -1.8318031773710777}",,,,,,,,,,,,
113,,,"{-0.14426950408889636, 'CHEK2'}",,,,,,"{-0.023342094602922085, 'WSB1'}",,,,,,,,,,"{-0.4227614404642072, 'SERPINB1'}",,,,,,,,,,,,
114,,,"{-0.09168067542769738, 'CREBBP'}",,,,,,"{'PTK6', -0.7632529657103642}",,,,,,,,,,"{-0.41718100030745275, 'SLC25A27'}",,,,,,,,,,,,
115,,,"{'DNMT1', -0.2429134619526872}",,,,,,"{'SOD2', -0.13316397911285277}",,,,,,,,,,"{'SQSTM1', -0.34271178428207943}",,,,,,,,,,,,
116,,,"{-0.869766788169359, 'DRAM1'}",,,,,,"{'QSOX1', -0.19249979370667156}",,,,,,,,,,"{'STAT4', -1.463720950859713}",,,,,,,,,,,,
117,,,"{'ETV4', -0.19999528474056064}",,,,,,"{'RBMS1', -0.5137822625553621}",,,,,,,,,,"{'TAP1', -1.0344936033444356}",,,,,,,,,,,,
118,,,"{'FANCA', -1.1819384643312703}",,,,,,"{-0.27687763422538575, 'MAPK14'}",,,,,,,,,,"{-0.7277627896779496, 'TAP2'}",,,,,,,,,,,,
119,,,"{-0.049413980931298854, 'FHIT'}",,,,,,"{-0.5503271119384563, 'BAX'}",,,,,,,,,,"{-0.1885508409327347, 'TBP'}",,,,,,,,,,,,
120,,,"{-0.12294350061513457, 'GINS3'}",,,,,,"{'CARM1', -0.3818427419087567}",,,,,,,,,,"{'TFF3', -0.22863442456717656}",,,,,,,,,,,,
121,,,"{-0.9105459673272082, 'MCM5'}",,,,,,"{-0.6110151512397909, 'NFE2L2'}",,,,,,,,,,"{-0.08613437042825312, 'THBD'}",,,,,,,,,,,,
122,,,"{'MYH10', -0.6204817738773244}",,,,,,"{'SDC4', -2.892726466988186}",,,,,,,,,,"{-0.4700842992588475, 'TIMP1'}",,,,,,,,,,,,
123,,,"{-0.09927975071311194, 'NPAT'}",,,,,,"{'LEPR', -2.6484400196886178}",,,,,,,,,,"{'TNFRSF10B', -1.337720033482076}",,,,,,,,,,,,
124,,,"{-0.5520312023745747, 'PEG10'}",,,,,,"{-0.14426950408889636, 'ALDOA'}",,,,,,,,,,"{-0.5730796558725488, 'TNFSF13B'}",,,,,,,,,,,,
125,,,"{-0.9947960133139666, 'RASGRP1'}",,,,,,"{-0.8090600572758764, 'AR'}",,,,,,,,,,"{-0.22205005738351302, 'TRAF1'}",,,,,,,,,,,,
126,,,"{-0.2512604065189578, 'RNF2'}",,,,,,"{-0.1029929233813816, 'ARNT2'}",,,,,,,,,,"{-0.4709716056144361, 'TRIM21'}",,,,,,,,,,,,
127,,,"{-0.6515267522023679, 'RRM1'}",,,,,,"{'ASS1', -2.0027426241527575}",,,,,,,,,,"{-0.18214100329198377, 'TRPC1'}",,,,,,,,,,,,
128,,,"{'RRM2', -1.5046774929259514}",,,,,,"{-0.6142399763427676, 'BID'}",,,,,,,,,,"{-0.09306319419098125, 'UPP1'}",,,,,,,,,,,,
129,,,"{'TOP2A', -0.8336790824858575}",,,,,,"{'CDH1', -0.13453799437180528}",,,,,,,,,,"{-0.4375142937774131, 'VEGFA'}",,,,,,,,,,,,
130,,,"{-0.7948305423761333, 'TP53INP1'}",,,,,,"{'CXCL12', -3.530043128277198}",,,,,,,,,,"{'IRF8', -3.8391732368669946}",,,,,,,,,,,,
131,,,"{-0.22481759451424832, 'ULK1'}",,,,,,"{-0.3267153950390894, 'FAM162A'}",,,,,,,,,,"{'NPY1R', -1.2595389852172456}",,,,,,,,,,,,
132,,,"{-0.4492059982895681, 'WWOX'}",,,,,,"{-0.22617901470263674, 'MIF'}",,,,,,,,,,"{'VIM', -1.71446599451121}",,,,,,,,,,,,
133,,,"{-0.2589216954881903, 'ATG12'}",,,,,,"{'MMP2', -1.6182426625642214}",,,,,,,,,,"{-0.2195726592730743, 'PDCD4'}",,,,,,,,,,,,
134,,,"{-0.1442858568950305, 'ATG4B'}",,,,,,"{'NR3C1', -1.7828390893694315}",,,,,,,,,,"{-0.25766667667678567, 'MDM2'}",,,,,,,,,,,,
135,,,"{-0.12814047701296324, 'ATG4D'}",,,,,,"{-0.4744819570686437, 'PPP1R3C'}",,,,,,,,,,"{-0.6434179941001879, 'HLA-A'}",,,,,,,,,,,,
136,,,"{-0.1308396065561543, 'ATG9A'}",,,,,,"{-0.028893182863235174, 'SETD2'}",,,,,,,,,,,,,,,,,,,,,,
137,,,"{-0.14930386795093906, 'AXIN2'}",,,,,,"{-2.1132199328822137, 'SOCS1'}",,,,,,,,,,,,,,,,,,,,,,
138,,,"{-0.03065143440506921, 'B4GALT1'}",,,,,,"{-0.09656528536545406, 'VEGFB'}",,,,,,,,,,,,,,,,,,,,,,
139,,,"{-0.10015024695090091, 'CDC25A'}",,,,,,"{'VIM', -1.71446599451121}",,,,,,,,,,,,,,,,,,,,,,
140,,,"{'CDC45', -1.4166005487710693}",,,,,,"{-0.5681877376775969, 'DLL4'}",,,,,,,,,,,,,,,,,,,,,,
141,,,"{-1.0752394312557874, 'CDT1'}",,,,,,"{-0.11750887362163026, 'PFKL'}",,,,,,,,,,,,,,,,,,,,,,
142,,,"{-0.6460282486105243, 'FANCD2'}",,,,,,"{'BHLHE40', -1.3055469637855714}",,,,,,,,,,,,,,,,,,,,,,
143,,,"{'FBXL16', -0.052109050058598415}",,,,,,"{'TFF3', -0.22863442456717656}",,,,,,,,,,,,,,,,,,,,,,
144,,,"{-0.7631370463316455, 'FBXO5'}",,,,,,"{-0.534412110774657, 'VMP1'}",,,,,,,,,,,,,,,,,,,,,,
145,,,"{-0.24070976373291947, 'GABARAPL2'}",,,,,,"{-0.33542633452868464, 'NKX3-1'}",,,,,,,,,,,,,,,,,,,,,,
146,,,"{'GMNN', -1.0092130600644231}",,,,,,"{-0.025706400983291248, 'ANKRD37'}",,,,,,,,,,,,,,,,,,,,,,
147,,,"{-0.5615361562879699, 'HELLS'}",,,,,,"{-0.10561464590874435, 'KDM4B'}",,,,,,,,,,,,,,,,,,,,,,
148,,,"{-0.17282316995006444, 'IGF1R'}",,,,,,"{-0.11652442717365856, 'KDM4C'}",,,,,,,,,,,,,,,,,,,,,,
149,,,"{'JUN', -0.08547504278974608}",,,,,,"{'KDM6B', -0.045848054548393455}",,,,,,,,,,,,,,,,,,,,,,
150,,,"{'MCM10', -1.3019153832961665}",,,,,,"{-0.10269744474145194, 'KDM5C'}",,,,,,,,,,,,,,,,,,,,,,
151,,,"{-0.8281806990229916, 'MCM6'}",,,,,,"{-0.18460060586689303, 'KDM5A'}",,,,,,,,,,,,,,,,,,,,,,
152,,,"{-0.828861150918157, 'MXD3'}",,,,,,"{-0.23237084041634914, 'KDM2B'}",,,,,,,,,,,,,,,,,,,,,,
153,,,"{-0.09219171030510119, 'PCYT1A'}",,,,,,"{'KDM7A', -0.2614982664920777}",,,,,,,,,,,,,,,,,,,,,,
154,,,"{-0.1873938487007067, 'PLK3'}",,,,,,"{-0.5730796558725488, 'TNFSF13B'}",,,,,,,,,,,,,,,,,,,,,,
155,,,"{-0.2665237435742382, 'POLA1'}",,,,,,"{-2.407857969082591, 'NDRG2'}",,,,,,,,,,,,,,,,,,,,,,
156,,,"{-0.48611480942952395, 'POLD1'}",,,,,,"{'CEBPA', -1.1947763939961604}",,,,,,,,,,,,,,,,,,,,,,
157,,,"{-0.421502080572067, 'POLE2'}",,,,,,"{-0.767104304032099, 'DDIT4'}",,,,,,,,,,,,,,,,,,,,,,
158,,,"{-0.42329649082570214, 'STIL'}",,,,,,"{-0.018937175229399618, 'MSH2'}",,,,,,,,,,,,,,,,,,,,,,
