gene_name,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABL1,-0.688739955,0.490997378,3590.2136,-0.838544185,0.147150789,-5.795339305,6.82E-09,2.59E-08
AHR,-3.27961278,0.001041821,1300.3208,-2.389936336,0.313661147,-7.883264758,3.19E-15,1.85E-14
AHRR,-0.395573139,0.692425475,356.49808,0.626622146,0.25232504,2.644334619,0.008185169,0.015514344
APEX1,1.624518275,0.104285857,2185.635,-1.119218342,0.107178801,-10.54169147,5.55E-26,5.39E-25
AR,-0.089731246,0.928501961,203.26367,2.15895883,0.408817995,5.614835558,1.97E-08,7.19E-08
ARID3A,-2.160446882,0.030753577,2966.3923,-1.31748949,0.083147237,-15.91743749,4.80E-57,1.25E-55
ARID3B,-0.253685057,0.79974229,3417.4863,1.470340595,0.124567222,11.91332172,1.01E-32,1.24E-31
ASCL1,-0.095698245,0.923761489,416.87402,-4.045217863,0.401622,-10.31746819,5.88E-25,5.47E-24
ASCL2,-4.511617661,6.48E-06,2083.6194,-2.754481805,0.20062393,-13.88144406,8.21E-44,1.49E-42
ATF1,-0.182842761,0.85492382,609.4144,0.71466058,0.160547124,4.562952509,5.04E-06,1.47E-05
ATF5,-1.956834316,0.050385125,711.0032,-1.438644622,0.058231313,-24.74687127,3.35E-135,3.39E-133
ATF6,-1.703751802,0.088447787,2635.9387,0.702882843,0.106205049,6.729591828,1.70E-11,7.80E-11
BCL11A,-1.485248923,0.137498514,205.50972,1.768700662,0.379437986,4.989059831,6.07E-07,1.93E-06
BRCA1,-2.328749895,0.019885285,118.63915,-2.219009659,0.389933164,-6.026135387,1.68E-09,6.67E-09
CDX2,-1.28050673,0.200386405,707.0389,1.086555311,0.269493107,4.263604511,2.01E-05,5.52E-05
CEBPA,-2.564304113,0.010347756,444.8519,-2.944803133,0.21261456,-14.036817,9.28E-45,1.74E-43
CEBPB,-4.004110336,6.25E-05,921.70013,-0.942789217,0.171204792,-5.642582411,1.68E-08,6.16E-08
CEBPD,-2.017182827,0.04369388,195.20912,2.976740462,0.251315091,12.00930542,3.18E-33,3.99E-32
CEBPG,-2.332562208,0.019684042,1526.7921,-0.567662464,0.068628054,-8.331852253,7.96E-17,5.04E-16
CLOCK,-0.660825789,0.508733999,1129.388,-0.856546237,0.214414587,-4.196733301,2.71E-05,7.32E-05
CREB3L1,0.621797144,0.534084536,475.9358,-2.017866394,0.225261687,-9.145787233,5.92E-20,4.38E-19
CREM,-0.967648625,0.33323519,2051.4666,3.46543466,0.196996877,17.71988766,2.94E-70,1.03E-68
CTBP2,3.37245512,0.00074686,2506.1467,0.566713405,0.146018555,3.964968767,7.34E-05,0.000189029
CUX1,-2.390101194,0.016855764,3273.5156,0.856014306,0.136095667,6.4194905,1.37E-10,5.86E-10
DACH1,-0.771343768,0.440515117,2013.3695,-0.541847386,0.107201773,-5.142146452,2.72E-07,8.92E-07
DBP,-0.884057879,0.376678871,358.46194,-1.85881519,0.175269278,-10.75589302,5.56E-27,5.61E-26
DDIT3,0.66018486,0.509145152,359.04883,-0.53440776,0.234533927,-2.413712947,0.015790897,0.028241448
DEAF1,-0.268945605,0.787975171,1200.5566,-0.552915558,0.088787043,-6.274637647,3.50E-10,1.46E-09
DMAP1,-1.335490823,0.181735638,1582.1792,-0.504931472,0.15169795,-3.406428272,0.000658188,0.001496737
DMTF1,-0.141706094,0.887314028,1136.0597,0.776374671,0.162399425,4.899771407,9.59E-07,2.98E-06
DOT1L,-1.038412094,0.299094663,2656.7617,-0.545823978,0.128781012,-4.296214282,1.74E-05,4.79E-05
E2F1,-5.202487946,1.99E-07,316.42258,-3.034330711,0.276197453,-11.19765592,4.19E-29,4.60E-28
E2F3,-3.982156754,6.86E-05,479.1101,1.015414689,0.135931554,7.588828085,3.23E-14,1.76E-13
E2F7,0.281217545,0.778547354,73.899254,-2.558587755,0.383055611,-6.979320815,2.97E-12,1.43E-11
EBF1,-0.654468238,0.512820028,637.73,0.670690207,0.203271609,3.442386436,0.000576606,0.001323224
EGR3,-0.818216622,0.413246257,262.49243,2.234719947,1.16418525,2.855574919,0.004295899,0.008562669
ELF3,-0.376199931,0.706773487,453.55063,-2.842959419,0.294214645,-9.870648813,5.58E-23,4.79E-22
ELF4,0.610294521,0.541675797,609.18964,-1.763976504,0.196505092,-9.144843804,5.97E-20,4.41E-19
ELK3,-0.687326312,0.491887547,762.1833,4.214784309,0.212158849,19.97575986,8.95E-89,4.41E-87
ELK4,-0.072220661,0.942427248,332.31967,-0.677326471,0.21680799,-3.268871984,0.001079771,0.002380012
ENO1,-1.402274013,0.160853741,15130.656,1.039430804,0.254198276,4.294030032,1.75E-05,4.84E-05
EPAS1,-3.6826756,0.000231594,2869.0593,0.514691406,0.230209953,2.385502916,0.017055787,0.030298055
ERF,-1.107246757,0.268204677,605.9978,-0.854592938,0.282177277,-3.253919848,0.001138244,0.002498449
ESR1,-1.902656913,0.057104096,48.202118,0.95312061,0.510090362,2.296523111,0.021645989,0.037659981
ESRRB,0.072724395,0.942026387,75.61819,0.670494619,0.244671039,2.908530081,0.003631322,0.00732494
ESRRG,1.156258583,0.247593471,1030.4835,2.189980203,0.200682903,11.08278543,1.52E-28,1.63E-27
ETS1,0.631658971,0.527619187,510.03903,1.555818384,0.094897728,16.48151944,4.98E-61,1.41E-59
ETS2,1.303780079,0.192328207,5572.5156,2.393490336,0.072357529,33.1991499,1.11E-241,3.85E-239
ETV1,0.472727925,0.636414049,1787.399,-1.952707263,0.207673191,-9.578058966,9.89E-22,7.98E-21
ETV4,-1.446247697,0.148128239,91.403755,-1.609755314,0.202798781,-8.098149279,5.58E-16,3.37E-15
ETV5,-0.936498761,0.349031242,758.03546,1.165582193,0.168766455,7.059001089,1.68E-12,8.21E-12
FEV,-2.220236063,0.026417353,8434.233,-4.612848802,0.277287424,-16.69419197,1.44E-62,4.21E-61
FOSL2,-3.197278738,0.001390132,525.68506,1.179717606,0.347656887,3.699946603,0.000215645,0.000523728
FOXA1,-1.474053025,0.140487904,1511.9355,-0.549462405,0.177019042,-3.20925134,0.001330811,0.00289042
FOXJ1,-1.323713779,0.185617912,931.7321,-1.923487207,0.203430865,-9.630254252,5.96E-22,4.88E-21
FOXM1,-3.092969418,0.001985216,218.18874,-2.751246483,0.229132281,-12.18761301,3.62E-34,4.72E-33
FOXO1,-0.733990788,0.462965608,1098.4753,-1.023521486,0.190867066,-5.521522466,3.36E-08,1.20E-07
FOXO4,-0.101753138,0.918953957,2917.2156,3.449712119,0.158758377,21.8340641,1.10E-105,7.39E-104
FOXP1,-0.184343621,0.85374634,1148.1825,1.14502961,0.114332191,10.12292709,4.37E-24,3.93E-23
GATA6,-2.645097494,0.008175088,525.59344,-1.372023864,0.210940274,-6.700179078,2.08E-11,9.50E-11
HDAC1,0.213037118,0.831300851,3215.1448,-0.761234965,0.108311537,-7.056824123,1.70E-12,8.33E-12
HDAC7,0.081205793,0.935279356,378.3036,2.05895597,0.178413485,11.68350788,1.55E-31,1.82E-30
HDAC9,0.749940813,0.453301892,1461.6327,-2.12611135,0.206242602,-10.50847311,7.90E-26,7.62E-25
HDGF,-0.306978941,0.758863582,2855.5725,-0.91760458,0.051967987,-17.7033641,3.95E-70,1.37E-68
HES6,-1.281515241,0.200032185,243.62938,-1.181549873,0.33142827,-3.865498522,0.000110863,0.000279276
HEY1,0.751635849,0.452281648,91.51132,-1.439171983,0.458192569,-3.556558896,0.000375744,0.000884588
HIPK2,0.712843895,0.475953239,12964.304,-0.8740186,0.277334612,-3.519618542,0.000432168,0.001009801
HLF,-2.980301619,0.002884176,453.94662,1.115012054,0.182378701,6.27382011,3.52E-10,1.47E-09
HMGA2,0.881110668,0.378271774,3154.2842,4.843613498,0.180119167,27.04658108,4.19E-161,6.22E-159
HNF4A,-4.636413574,3.57E-06,1341.1948,-1.844210254,0.099696971,-18.58162102,4.53E-77,1.81E-75
HNF4G,-2.385183811,0.017082698,702.99506,-0.592412318,0.133265463,-4.535198081,5.75E-06,1.67E-05
