,Pathways,value
1,JAK-STAT,-4.52335262298584
2,PI3K,-2.4176864624023438
3,WNT,-1.9195505380630493
4,Androgen,1.750335693359375
5,Hypoxia,0.8335464596748352
6,TNFa,-0.8284802436828613
7,p53,0.7864072322845459
8,NFkB,0.6658379435539246
9,TGFb,-0.6516560912132263
10,MAPK,-0.3327672481536865
11,Estrogen,0.2967818081378937
12,VEGF,-0.2903081774711609
13,Trail,-0.24500682950019836
14,EGFR,0.09466420859098434
