,Pathways,value
1,PI3K,-4.9782304763793945
2,JAK-STAT,-2.564868688583374
3,EGFR,2.3274128437042236
4,Hypoxia,-2.2238447666168213
5,MAPK,-1.327340841293335
6,TGFb,-1.1571179628372192
7,Trail,1.0057432651519775
8,Androgen,-0.9867068529129028
9,WNT,0.9480822682380676
10,NFkB,0.9061307311058044
11,Estrogen,0.8241259455680847
12,VEGF,-0.7600939869880676
13,p53,0.505495548248291
14,TNFa,-0.5007997751235962
